year,quarter,emission_medium,pollutant_type,quantity_kg,location,regulatory_limit_kg,monitoring_method,discharge_point,exceedance_flag,facility_type,unit,permit_id,regulator,lab_accreditation,test_report_id
2017,Q1,Water,TSS,34.46,Nagothane Plant,5400.0,Auto-sampler 24h composite,NAG-W-6946,No,Petchem,kg,PCB-NAGO-14397,GPCB (Gujarat),NABL,TR-2017Q1-575513
2017,Q1,Water,Oil & Grease,2.81,Nagothane Plant,480.0,Auto-sampler 24h composite,NAG-W-3533,No,Petchem,kg,PCB-NAGO-14397,TNPCB (Tamil Nadu),NABL,TR-2017Q1-761431
2017,Q1,Water,Total Nitrogen,9.01,Nagothane Plant,1080.0,Manual grab sampling,NAG-W-8675,No,Petchem,kg,PCB-NAGO-14397,CPCB (Central PCB),NABL,TR-2017Q1-932633
2017,Q1,Water,Total Phosphorus,2.03,Nagothane Plant,336.0,Manual grab sampling,NAG-W-4550,No,Petchem,kg,PCB-NAGO-14397,MPCB (Maharashtra),NABL + ISO 17025,TR-2017Q1-911660
2017,Q1,Water,Heavy Metals (Pb),0.23,Nagothane Plant,38.4,Auto-sampler 24h composite,NAG-W-9449,No,Petchem,kg,PCB-NAGO-14397,KSPCB (Karnataka),MoEF Recognised,TR-2017Q1-702349
2017,Q1,Water,Heavy Metals (Hg),0.05,Nagothane Plant,9.6,Manual grab sampling,NAG-W-5547,No,Petchem,kg,PCB-NAGO-14397,MPCB (Maharashtra),NABL + ISO 17025,TR-2017Q1-858157
2017,Q1,Land,Hazardous Sludge,52.31,Nagothane Plant,7440.0,Manifest reconciliation,NAG-L-2521,No,Petchem,kg,PCB-NAGO-11888,GPCB (Gujarat),ISO 17025,TR-2017Q1-534026
2017,Q1,Land,Spent Catalyst,35.02,Nagothane Plant,4800.0,Weighbridge data,NAG-L-7252,No,Petchem,kg,PCB-NAGO-11888,CPCB (Central PCB),MoEF Recognised,TR-2017Q1-169198
2017,Q1,Air,NOx,26.69,Visakhapatnam Port,3600.0,CEMS — Continuous,VIS-A-6186,No,Logistics,kg,PCB-VISA-86174,KSPCB (Karnataka),MoEF Recognised,TR-2017Q1-536430
2017,Q1,Air,SOx,29.2,Visakhapatnam Port,4400.0,Manual stack sampling,VIS-A-1256,No,Logistics,kg,PCB-VISA-86174,APPCB (Andhra Pradesh),NABL,TR-2017Q1-299172
2017,Q1,Air,PM10,6.29,Visakhapatnam Port,720.0,CEMS — Continuous,VIS-A-7414,No,Logistics,kg,PCB-VISA-86174,GPCB (Gujarat),MoEF Recognised,TR-2017Q1-187547
2017,Q1,Air,PM2.5,3.35,Visakhapatnam Port,440.0,CEMS — Continuous,VIS-A-9372,No,Logistics,kg,PCB-VISA-86174,TNPCB (Tamil Nadu),External — DNV,TR-2017Q1-975930
2017,Q1,Air,VOC,12.29,Visakhapatnam Port,1280.0,CEMS — Continuous,VIS-A-9230,No,Logistics,kg,PCB-VISA-86174,MPCB (Maharashtra),NABL,TR-2017Q1-187255
2017,Q1,Air,CO,4.63,Visakhapatnam Port,560.0,CEMS — Continuous,VIS-A-8648,No,Logistics,kg,PCB-VISA-86174,OSPCB (Odisha),NABL + ISO 17025,TR-2017Q1-943964
2017,Q1,Air,NH3,1.5,Visakhapatnam Port,248.0,CEMS — Continuous,VIS-A-5589,No,Logistics,kg,PCB-VISA-86174,WBPCB (West Bengal),NABL,TR-2017Q1-102488
2017,Q1,Water,BOD,7.93,Visakhapatnam Port,1000.0,Online TOC analyser,VIS-W-9365,No,Logistics,kg,PCB-VISA-20686,KSPCB (Karnataka),MoEF Recognised,TR-2017Q1-053555
2017,Q1,Water,COD,21.47,Visakhapatnam Port,2800.0,Auto-sampler 24h composite,VIS-W-7283,No,Logistics,kg,PCB-VISA-20686,CPCB (Central PCB),MoEF Recognised,TR-2017Q1-221385
2017,Q1,Water,TSS,16.49,Visakhapatnam Port,1800.0,Auto-sampler 24h composite,VIS-W-2326,No,Logistics,kg,PCB-VISA-20686,KSPCB (Karnataka),External — DNV,TR-2017Q1-850058
2017,Q1,Water,Oil & Grease,0.93,Visakhapatnam Port,160.0,Manual grab sampling,VIS-W-5261,No,Logistics,kg,PCB-VISA-20686,KSPCB (Karnataka),NABL + ISO 17025,TR-2017Q1-185451
2017,Q1,Water,Total Nitrogen,3.23,Visakhapatnam Port,360.0,Online TOC analyser,VIS-W-9122,No,Logistics,kg,PCB-VISA-20686,KSPCB (Karnataka),MoEF Recognised,TR-2017Q1-636736
2017,Q1,Water,Total Phosphorus,0.66,Visakhapatnam Port,112.0,Auto-sampler 24h composite,VIS-W-4997,No,Logistics,kg,PCB-VISA-20686,MPCB (Maharashtra),NABL + ISO 17025,TR-2017Q1-408943
2017,Q1,Water,Heavy Metals (Pb),0.06,Visakhapatnam Port,12.8,Online TOC analyser,VIS-W-9002,No,Logistics,kg,PCB-VISA-20686,CPCB (Central PCB),External — DNV,TR-2017Q1-199632
2017,Q1,Land,Hazardous Sludge,15.51,Visakhapatnam Port,2480.0,Manifest reconciliation,VIS-L-2325,No,Logistics,kg,PCB-VISA-90049,APPCB (Andhra Pradesh),External — DNV,TR-2017Q1-253810
2017,Q1,Land,Spent Catalyst,14.83,Visakhapatnam Port,1600.0,Weighbridge data,VIS-L-4390,No,Logistics,kg,PCB-VISA-90049,KSPCB (Karnataka),NABL + ISO 17025,TR-2017Q1-056470
2017,Q1,Air,NOx,22.97,Mangalore Storage,3600.0,Manual stack sampling,MAN-A-7951,No,Logistics,kg,PCB-MANG-59658,WBPCB (West Bengal),ISO 17025,TR-2017Q1-156186
2017,Q1,Air,SOx,22.41,Mangalore Storage,4400.0,Manual stack sampling,MAN-A-1223,No,Logistics,kg,PCB-MANG-59658,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2017Q1-918927
2017,Q1,Air,PM10,4.25,Mangalore Storage,720.0,Manual stack sampling,MAN-A-1890,No,Logistics,kg,PCB-MANG-59658,KSPCB (Karnataka),ISO 17025,TR-2017Q1-612365
2017,Q1,Air,PM2.5,2.82,Mangalore Storage,440.0,CEMS — Continuous,MAN-A-7068,No,Logistics,kg,PCB-MANG-59658,MPCB (Maharashtra),NABL + ISO 17025,TR-2017Q1-575072
2017,Q1,Air,VOC,7.55,Mangalore Storage,1280.0,CEMS — Continuous,MAN-A-9709,No,Logistics,kg,PCB-MANG-59658,GPCB (Gujarat),NABL + ISO 17025,TR-2017Q1-716973
2017,Q1,Air,CO,2.38,Mangalore Storage,560.0,Manual stack sampling,MAN-A-7792,No,Logistics,kg,PCB-MANG-59658,OSPCB (Odisha),MoEF Recognised,TR-2017Q1-457564
2017,Q1,Air,NH3,1.28,Mangalore Storage,248.0,CEMS — Continuous,MAN-A-5238,No,Logistics,kg,PCB-MANG-59658,APPCB (Andhra Pradesh),ISO 17025,TR-2017Q1-233823
2017,Q1,Water,BOD,5.02,Mangalore Storage,1000.0,Manual grab sampling,MAN-W-8857,No,Logistics,kg,PCB-MANG-59855,KSPCB (Karnataka),External — DNV,TR-2017Q1-816556
2017,Q1,Water,COD,14.11,Mangalore Storage,2800.0,Auto-sampler 24h composite,MAN-W-1939,No,Logistics,kg,PCB-MANG-59855,GPCB (Gujarat),ISO 17025,TR-2017Q1-381339
2017,Q1,Water,TSS,8.52,Mangalore Storage,1800.0,Auto-sampler 24h composite,MAN-W-6896,No,Logistics,kg,PCB-MANG-59855,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2017Q1-870578
2017,Q1,Water,Oil & Grease,1.0,Mangalore Storage,160.0,Auto-sampler 24h composite,MAN-W-3483,No,Logistics,kg,PCB-MANG-59855,KSPCB (Karnataka),NABL,TR-2017Q1-684660
2017,Q1,Water,Total Nitrogen,2.05,Mangalore Storage,360.0,Auto-sampler 24h composite,MAN-W-1900,No,Logistics,kg,PCB-MANG-59855,MPCB (Maharashtra),NABL + ISO 17025,TR-2017Q1-714713
2017,Q1,Water,Total Phosphorus,0.61,Mangalore Storage,112.0,Auto-sampler 24h composite,MAN-W-4225,No,Logistics,kg,PCB-MANG-59855,OSPCB (Odisha),ISO 17025,TR-2017Q1-793032
2017,Q1,Water,Heavy Metals (Pb),0.06,Mangalore Storage,12.8,Online TOC analyser,MAN-W-7392,No,Logistics,kg,PCB-MANG-59855,GPCB (Gujarat),NABL,TR-2017Q1-002344
2017,Q1,Land,Hazardous Sludge,12.78,Mangalore Storage,2480.0,Lab analysis,MAN-L-4231,No,Logistics,kg,PCB-MANG-39218,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2017Q1-223357
2017,Q1,Land,Spent Catalyst,7.61,Mangalore Storage,1600.0,Lab analysis,MAN-L-3004,No,Logistics,kg,PCB-MANG-39218,KSPCB (Karnataka),NABL + ISO 17025,TR-2017Q1-145506
2017,Q1,Air,NOx,20.08,Kochi Tankage,3600.0,CEMS — Continuous,KOC-A-9480,No,Logistics,kg,PCB-KOCH-39381,GPCB (Gujarat),ISO 17025,TR-2017Q1-116378
2017,Q1,Air,SOx,19.55,Kochi Tankage,4400.0,CEMS — Continuous,KOC-A-8822,No,Logistics,kg,PCB-KOCH-39381,OSPCB (Odisha),NABL,TR-2017Q1-483137
2017,Q1,Air,PM10,4.32,Kochi Tankage,720.0,CEMS — Continuous,KOC-A-2664,No,Logistics,kg,PCB-KOCH-39381,APPCB (Andhra Pradesh),MoEF Recognised,TR-2017Q1-594762
2017,Q1,Air,PM2.5,2.49,Kochi Tankage,440.0,CEMS — Continuous,KOC-A-8322,No,Logistics,kg,PCB-KOCH-39381,APPCB (Andhra Pradesh),MoEF Recognised,TR-2017Q1-365144
2017,Q1,Air,VOC,5.02,Kochi Tankage,1280.0,CEMS — Continuous,KOC-A-8180,No,Logistics,kg,PCB-KOCH-39381,WBPCB (West Bengal),NABL,TR-2017Q1-082550
2017,Q1,Air,CO,2.03,Kochi Tankage,560.0,CEMS — Continuous,KOC-A-7018,No,Logistics,kg,PCB-KOCH-39381,APPCB (Andhra Pradesh),MoEF Recognised,TR-2017Q1-482652
2017,Q1,Air,NH3,1.26,Kochi Tankage,248.0,CEMS — Continuous,KOC-A-6639,No,Logistics,kg,PCB-KOCH-39381,CPCB (Central PCB),External — DNV,TR-2017Q1-436199
2017,Q1,Water,BOD,5.0,Kochi Tankage,1000.0,Auto-sampler 24h composite,KOC-W-5556,No,Logistics,kg,PCB-KOCH-52688,TNPCB (Tamil Nadu),ISO 17025,TR-2017Q1-457825
2017,Q1,Water,COD,12.87,Kochi Tankage,2800.0,Online TOC analyser,KOC-W-3362,No,Logistics,kg,PCB-KOCH-52688,KSPCB (Karnataka),External — DNV,TR-2017Q1-590596
2017,Q1,Water,TSS,11.38,Kochi Tankage,1800.0,Auto-sampler 24h composite,KOC-W-1548,No,Logistics,kg,PCB-KOCH-52688,KSPCB (Karnataka),MoEF Recognised,TR-2017Q1-887847
2017,Q1,Water,Oil & Grease,0.85,Kochi Tankage,160.0,Auto-sampler 24h composite,KOC-W-7007,No,Logistics,kg,PCB-KOCH-52688,WBPCB (West Bengal),NABL + ISO 17025,TR-2017Q1-247231
2017,Q1,Water,Total Nitrogen,1.94,Kochi Tankage,360.0,Online TOC analyser,KOC-W-5201,No,Logistics,kg,PCB-KOCH-52688,CPCB (Central PCB),NABL + ISO 17025,TR-2017Q1-076029
2017,Q1,Water,Total Phosphorus,0.52,Kochi Tankage,112.0,Auto-sampler 24h composite,KOC-W-1076,No,Logistics,kg,PCB-KOCH-52688,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2017Q1-151764
2017,Q1,Land,Hazardous Sludge,13.38,Kochi Tankage,2480.0,Lab analysis,KOC-L-6123,No,Logistics,kg,PCB-KOCH-59821,TNPCB (Tamil Nadu),ISO 17025,TR-2017Q1-034231
2017,Q1,Land,Spent Catalyst,8.35,Kochi Tankage,1600.0,Manifest reconciliation,KOC-L-3778,No,Logistics,kg,PCB-KOCH-59821,MPCB (Maharashtra),NABL + ISO 17025,TR-2017Q1-028387
2017,Q1,Air,NOx,15.66,Nashik Logistics,3600.0,CEMS — Continuous,NAS-A-8780,No,Logistics,kg,PCB-NASH-90934,MPCB (Maharashtra),External — DNV,TR-2017Q1-402579
2017,Q1,Air,SOx,24.04,Nashik Logistics,4400.0,Manual stack sampling,NAS-A-9394,No,Logistics,kg,PCB-NASH-90934,TNPCB (Tamil Nadu),External — DNV,TR-2017Q1-984152
2017,Q1,Air,PM10,3.73,Nashik Logistics,720.0,CEMS — Continuous,NAS-A-3236,No,Logistics,kg,PCB-NASH-90934,OSPCB (Odisha),ISO 17025,TR-2017Q1-053696
2017,Q1,Air,PM2.5,1.31,Nashik Logistics,440.0,Manual stack sampling,NAS-A-8894,No,Logistics,kg,PCB-NASH-90934,MPCB (Maharashtra),MoEF Recognised,TR-2017Q1-822106
2017,Q1,Air,VOC,4.01,Nashik Logistics,1280.0,CEMS — Continuous,NAS-A-5736,No,Logistics,kg,PCB-NASH-90934,OSPCB (Odisha),External — DNV,TR-2017Q1-589988
2017,Q1,Air,CO,1.91,Nashik Logistics,560.0,CEMS — Continuous,NAS-A-6446,No,Logistics,kg,PCB-NASH-90934,MPCB (Maharashtra),External — DNV,TR-2017Q1-940976
2017,Q1,Air,NH3,1.19,Nashik Logistics,248.0,CEMS — Continuous,NAS-A-6067,No,Logistics,kg,PCB-NASH-90934,WBPCB (West Bengal),MoEF Recognised,TR-2017Q1-084658
2017,Q1,Water,BOD,4.16,Nashik Logistics,1000.0,Manual grab sampling,NAS-W-2809,No,Logistics,kg,PCB-NASH-73003,WBPCB (West Bengal),MoEF Recognised,TR-2017Q1-269331
2017,Q1,Water,COD,13.63,Nashik Logistics,2800.0,Online TOC analyser,NAS-W-3934,No,Logistics,kg,PCB-NASH-73003,OSPCB (Odisha),MoEF Recognised,TR-2017Q1-833032
2017,Q1,Water,TSS,7.85,Nashik Logistics,1800.0,Auto-sampler 24h composite,NAS-W-9976,No,Logistics,kg,PCB-NASH-73003,OSPCB (Odisha),MoEF Recognised,TR-2017Q1-535781
2017,Q1,Water,Oil & Grease,0.73,Nashik Logistics,160.0,Online TOC analyser,NAS-W-6435,No,Logistics,kg,PCB-NASH-73003,GPCB (Gujarat),External — DNV,TR-2017Q1-401227
2017,Q1,Water,Total Nitrogen,1.74,Nashik Logistics,360.0,Manual grab sampling,NAS-W-7948,No,Logistics,kg,PCB-NASH-73003,WBPCB (West Bengal),ISO 17025,TR-2017Q1-920009
2017,Q1,Water,Total Phosphorus,0.4,Nashik Logistics,112.0,Online TOC analyser,NAS-W-7177,No,Logistics,kg,PCB-NASH-73003,MPCB (Maharashtra),External — DNV,TR-2017Q1-998328
2017,Q1,Land,Hazardous Sludge,10.26,Nashik Logistics,2480.0,Manifest reconciliation,NAS-L-5551,No,Logistics,kg,PCB-NASH-70494,MPCB (Maharashtra),NABL + ISO 17025,TR-2017Q1-577268
2017,Q1,Land,Spent Catalyst,8.11,Nashik Logistics,1600.0,Manifest reconciliation,NAS-L-4350,No,Logistics,kg,PCB-NASH-70494,GPCB (Gujarat),MoEF Recognised,TR-2017Q1-529402
2017,Q1,Air,NOx,10.5,Kandla Terminal,3600.0,CEMS — Continuous,KAN-A-3332,No,Logistics,kg,PCB-KAND-33935,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2017Q1-952808
2017,Q1,Air,SOx,18.59,Kandla Terminal,4400.0,CEMS — Continuous,KAN-A-5842,No,Logistics,kg,PCB-KAND-33935,OSPCB (Odisha),NABL,TR-2017Q1-433923
2017,Q1,Air,PM10,3.39,Kandla Terminal,720.0,CEMS — Continuous,KAN-A-8684,No,Logistics,kg,PCB-KAND-33935,CPCB (Central PCB),ISO 17025,TR-2017Q1-603925
2017,Q1,Air,PM2.5,1.94,Kandla Terminal,440.0,Manual stack sampling,KAN-A-5342,No,Logistics,kg,PCB-KAND-33935,GPCB (Gujarat),MoEF Recognised,TR-2017Q1-372336
2017,Q1,Air,VOC,3.93,Kandla Terminal,1280.0,CEMS — Continuous,KAN-A-9288,No,Logistics,kg,PCB-KAND-33935,WBPCB (West Bengal),External — DNV,TR-2017Q1-960240
2017,Q1,Air,CO,2.34,Kandla Terminal,560.0,CEMS — Continuous,KAN-A-9998,No,Logistics,kg,PCB-KAND-33935,MPCB (Maharashtra),ISO 17025,TR-2017Q1-489844
2017,Q1,Air,NH3,0.93,Kandla Terminal,248.0,Manual stack sampling,KAN-A-9619,No,Logistics,kg,PCB-KAND-33935,GPCB (Gujarat),ISO 17025,TR-2017Q1-634887
2017,Q1,Water,BOD,3.54,Kandla Terminal,1000.0,Auto-sampler 24h composite,KAN-W-2464,No,Logistics,kg,PCB-KAND-16004,APPCB (Andhra Pradesh),MoEF Recognised,TR-2017Q1-450633
2017,Q1,Water,COD,10.02,Kandla Terminal,2800.0,Auto-sampler 24h composite,KAN-W-9382,No,Logistics,kg,PCB-KAND-16004,TNPCB (Tamil Nadu),MoEF Recognised,TR-2017Q1-282803
2017,Q1,Water,TSS,5.63,Kandla Terminal,1800.0,Online TOC analyser,KAN-W-4528,No,Logistics,kg,PCB-KAND-16004,CPCB (Central PCB),NABL,TR-2017Q1-985551
2017,Q1,Water,Oil & Grease,0.57,Kandla Terminal,160.0,Auto-sampler 24h composite,KAN-W-9987,No,Logistics,kg,PCB-KAND-16004,TNPCB (Tamil Nadu),ISO 17025,TR-2017Q1-951456
2017,Q1,Water,Total Nitrogen,1.15,Kandla Terminal,360.0,Online TOC analyser,KAN-W-2221,No,Logistics,kg,PCB-KAND-16004,APPCB (Andhra Pradesh),ISO 17025,TR-2017Q1-122659
2017,Q1,Water,Total Phosphorus,0.35,Kandla Terminal,112.0,Manual grab sampling,KAN-W-7096,No,Logistics,kg,PCB-KAND-16004,WBPCB (West Bengal),External — DNV,TR-2017Q1-721635
2017,Q1,Land,Hazardous Sludge,7.75,Kandla Terminal,2480.0,Lab analysis,KAN-L-4401,No,Logistics,kg,PCB-KAND-24633,TNPCB (Tamil Nadu),External — DNV,TR-2017Q1-338330
2017,Q1,Land,Spent Catalyst,6.81,Kandla Terminal,1600.0,Weighbridge data,KAN-L-5500,No,Logistics,kg,PCB-KAND-24633,TNPCB (Tamil Nadu),MoEF Recognised,TR-2017Q1-290464
2017,Q1,Air,NOx,11.12,Tuticorin Port Cluster,3600.0,CEMS — Continuous,TUT-A-7838,No,Logistics,kg,PCB-TUTI-94638,OSPCB (Odisha),NABL + ISO 17025,TR-2017Q1-792198
2017,Q1,Air,SOx,17.13,Tuticorin Port Cluster,4400.0,CEMS — Continuous,TUT-A-6012,No,Logistics,kg,PCB-TUTI-94638,WBPCB (West Bengal),MoEF Recognised,TR-2017Q1-594533
2017,Q1,Air,PM10,2.36,Tuticorin Port Cluster,720.0,CEMS — Continuous,TUT-A-8854,No,Logistics,kg,PCB-TUTI-94638,MPCB (Maharashtra),External — DNV,TR-2017Q1-706158
2017,Q1,Air,PM2.5,2.15,Tuticorin Port Cluster,440.0,CEMS — Continuous,TUT-A-8976,No,Logistics,kg,PCB-TUTI-94638,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2017Q1-917774
2017,Q1,Air,VOC,5.39,Tuticorin Port Cluster,1280.0,CEMS — Continuous,TUT-A-9118,No,Logistics,kg,PCB-TUTI-94638,CPCB (Central PCB),MoEF Recognised,TR-2017Q1-991126
2017,Q1,Air,CO,1.7,Tuticorin Port Cluster,560.0,Manual stack sampling,TUT-A-1300,No,Logistics,kg,PCB-TUTI-94638,APPCB (Andhra Pradesh),ISO 17025,TR-2017Q1-800266
2017,Q1,Air,NH3,0.73,Tuticorin Port Cluster,248.0,CEMS — Continuous,TUT-A-1679,No,Logistics,kg,PCB-TUTI-94638,GPCB (Gujarat),External — DNV,TR-2017Q1-075894
2017,Q1,Water,BOD,5.24,Tuticorin Port Cluster,1000.0,Auto-sampler 24h composite,TUT-W-4937,No,Logistics,kg,PCB-TUTI-22569,WBPCB (West Bengal),NABL,TR-2017Q1-470550
2017,Q1,Water,COD,9.27,Tuticorin Port Cluster,2800.0,Online TOC analyser,TUT-W-4936,No,Logistics,kg,PCB-TUTI-22569,CPCB (Central PCB),NABL + ISO 17025,TR-2017Q1-499173
2017,Q1,Water,TSS,7.08,Tuticorin Port Cluster,1800.0,Auto-sampler 24h composite,TUT-W-6770,No,Logistics,kg,PCB-TUTI-22569,TNPCB (Tamil Nadu),MoEF Recognised,TR-2017Q1-275663
2017,Q1,Water,Oil & Grease,0.68,Tuticorin Port Cluster,160.0,Auto-sampler 24h composite,TUT-W-9817,No,Logistics,kg,PCB-TUTI-22569,OSPCB (Odisha),NABL + ISO 17025,TR-2017Q1-982342
2017,Q1,Water,Total Nitrogen,1.28,Tuticorin Port Cluster,360.0,Auto-sampler 24h composite,TUT-W-4566,No,Logistics,kg,PCB-TUTI-22569,CPCB (Central PCB),External — DNV,TR-2017Q1-839844
2017,Q1,Water,Total Phosphorus,0.5,Tuticorin Port Cluster,112.0,Auto-sampler 24h composite,TUT-W-9569,No,Logistics,kg,PCB-TUTI-22569,KSPCB (Karnataka),External — DNV,TR-2017Q1-139039
2017,Q1,Land,Hazardous Sludge,10.33,Tuticorin Port Cluster,2480.0,Manifest reconciliation,TUT-L-8805,No,Logistics,kg,PCB-TUTI-25078,APPCB (Andhra Pradesh),NABL,TR-2017Q1-317150
2017,Q1,Land,Spent Catalyst,7.88,Tuticorin Port Cluster,1600.0,Manifest reconciliation,TUT-L-9968,No,Logistics,kg,PCB-TUTI-25078,MPCB (Maharashtra),ISO 17025,TR-2017Q1-139783
2017,Q1,Air,NOx,7.59,Pune R&D Center,1800.0,CEMS — Continuous,PUN-A-6932,No,R&D,kg,PCB-PUNE-71862,MPCB (Maharashtra),MoEF Recognised,TR-2017Q1-233388
2017,Q1,Air,SOx,13.4,Pune R&D Center,2200.0,CEMS — Continuous,PUN-A-5106,No,R&D,kg,PCB-PUNE-71862,CPCB (Central PCB),MoEF Recognised,TR-2017Q1-470646
2017,Q1,Air,PM10,1.25,Pune R&D Center,360.0,Manual stack sampling,PUN-A-8843,No,R&D,kg,PCB-PUNE-71862,WBPCB (West Bengal),MoEF Recognised,TR-2017Q1-660969
2017,Q1,Air,PM2.5,1.26,Pune R&D Center,220.0,CEMS — Continuous,PUN-A-7943,No,R&D,kg,PCB-PUNE-71862,APPCB (Andhra Pradesh),External — DNV,TR-2017Q1-858531
2017,Q1,Air,VOC,3.38,Pune R&D Center,640.0,CEMS — Continuous,PUN-A-1024,No,R&D,kg,PCB-PUNE-71862,TNPCB (Tamil Nadu),MoEF Recognised,TR-2017Q1-115014
2017,Q1,Air,CO,1.5,Pune R&D Center,280.0,CEMS — Continuous,PUN-A-7397,No,R&D,kg,PCB-PUNE-71862,MPCB (Maharashtra),ISO 17025,TR-2017Q1-167536
2017,Q1,Air,NH3,0.59,Pune R&D Center,124.0,CEMS — Continuous,PUN-A-4843,No,R&D,kg,PCB-PUNE-71862,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2017Q1-199781
2017,Q1,Water,BOD,2.34,Pune R&D Center,500.0,Auto-sampler 24h composite,PUN-W-9889,No,R&D,kg,PCB-PUNE-34998,APPCB (Andhra Pradesh),NABL + ISO 17025,TR-2017Q1-716263
2017,Q1,Water,COD,6.84,Pune R&D Center,1400.0,Auto-sampler 24h composite,PUN-W-8762,No,R&D,kg,PCB-PUNE-34998,WBPCB (West Bengal),NABL,TR-2017Q1-253460
2017,Q1,Water,TSS,3.96,Pune R&D Center,900.0,Online TOC analyser,PUN-W-3072,No,R&D,kg,PCB-PUNE-34998,CPCB (Central PCB),NABL,TR-2017Q1-919759
2017,Q1,Water,Oil & Grease,0.31,Pune R&D Center,80.0,Online TOC analyser,PUN-W-4515,No,R&D,kg,PCB-PUNE-34998,WBPCB (West Bengal),External — DNV,TR-2017Q1-584367
2017,Q1,Water,Total Nitrogen,0.66,Pune R&D Center,180.0,Auto-sampler 24h composite,PUN-W-9868,No,R&D,kg,PCB-PUNE-34998,MPCB (Maharashtra),ISO 17025,TR-2017Q1-857028
2017,Q1,Water,Total Phosphorus,0.28,Pune R&D Center,56.0,Auto-sampler 24h composite,PUN-W-5257,No,R&D,kg,PCB-PUNE-34998,MPCB (Maharashtra),MoEF Recognised,TR-2017Q1-987265
2017,Q1,Land,Hazardous Sludge,4.97,Pune R&D Center,1240.0,Manifest reconciliation,PUN-L-3199,No,R&D,kg,PCB-PUNE-14361,APPCB (Andhra Pradesh),MoEF Recognised,TR-2017Q1-081042
2017,Q1,Land,Spent Catalyst,4.26,Pune R&D Center,800.0,Lab analysis,PUN-L-3644,No,R&D,kg,PCB-PUNE-14361,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2017Q1-245799
2017,Q1,Air,NOx,6.92,Bengaluru Tech Park,1800.0,CEMS — Continuous,BEN-A-6358,No,R&D,kg,PCB-BENG-25308,MPCB (Maharashtra),External — DNV,TR-2017Q1-980119
2017,Q1,Air,SOx,11.59,Bengaluru Tech Park,2200.0,Manual stack sampling,BEN-A-6009,No,R&D,kg,PCB-BENG-25308,TNPCB (Tamil Nadu),MoEF Recognised,TR-2017Q1-059032
2017,Q1,Air,PM10,1.53,Bengaluru Tech Park,360.0,Manual stack sampling,BEN-A-5342,No,R&D,kg,PCB-BENG-25308,WBPCB (West Bengal),NABL + ISO 17025,TR-2017Q1-631236
2017,Q1,Air,PM2.5,1.15,Bengaluru Tech Park,220.0,Manual stack sampling,BEN-A-2444,No,R&D,kg,PCB-BENG-25308,CPCB (Central PCB),MoEF Recognised,TR-2017Q1-270146
2017,Q1,Air,VOC,2.37,Bengaluru Tech Park,640.0,CEMS — Continuous,BEN-A-2302,No,R&D,kg,PCB-BENG-25308,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2017Q1-893039
2017,Q1,Air,CO,1.33,Bengaluru Tech Park,280.0,Manual stack sampling,BEN-A-3896,No,R&D,kg,PCB-BENG-25308,KSPCB (Karnataka),ISO 17025,TR-2017Q1-387654
2017,Q1,Air,NH3,0.52,Bengaluru Tech Park,124.0,Manual stack sampling,BEN-A-3645,No,R&D,kg,PCB-BENG-25308,OSPCB (Odisha),External — DNV,TR-2017Q1-409889
2017,Q1,Water,BOD,2.43,Bengaluru Tech Park,500.0,Auto-sampler 24h composite,BEN-W-9655,No,R&D,kg,PCB-BENG-16111,APPCB (Andhra Pradesh),MoEF Recognised,TR-2017Q1-028662
2017,Q1,Water,COD,4.96,Bengaluru Tech Park,1400.0,Auto-sampler 24h composite,BEN-W-1782,No,R&D,kg,PCB-BENG-16111,KSPCB (Karnataka),ISO 17025,TR-2017Q1-073702
2017,Q1,Water,TSS,2.95,Bengaluru Tech Park,900.0,Auto-sampler 24h composite,BEN-W-2488,No,R&D,kg,PCB-BENG-16111,WBPCB (West Bengal),NABL + ISO 17025,TR-2017Q1-776450
2017,Q1,Water,Oil & Grease,0.39,Bengaluru Tech Park,80.0,Auto-sampler 24h composite,BEN-W-5901,No,R&D,kg,PCB-BENG-16111,TNPCB (Tamil Nadu),NABL + ISO 17025,TR-2017Q1-632554
2017,Q1,Water,Total Nitrogen,0.94,Bengaluru Tech Park,180.0,Manual grab sampling,BEN-W-5332,No,R&D,kg,PCB-BENG-16111,CPCB (Central PCB),NABL,TR-2017Q1-808841
2017,Q1,Water,Total Phosphorus,0.19,Bengaluru Tech Park,56.0,Manual grab sampling,BEN-W-5287,No,R&D,kg,PCB-BENG-16111,MPCB (Maharashtra),NABL,TR-2017Q1-433836
2017,Q1,Land,Hazardous Sludge,4.83,Bengaluru Tech Park,1240.0,Weighbridge data,BEN-L-1998,No,R&D,kg,PCB-BENG-88043,TNPCB (Tamil Nadu),ISO 17025,TR-2017Q1-549632
