year,category,subcategory,metric,value,unit,location,source
2015,Gender,Overall | India - West,Female representation %,22.17,%,India - West,HRIS extract
2015,Gender,STEM Roles | India - North-East,Pay ratio (Female:Male),0.982,ratio,India - North-East,Compensation review
2015,Gender,STEM Roles | Asia ex-India - SE Asia,Female representation %,23.24,%,Asia ex-India - SE Asia,HRIS extract
2015,Gender,STEM Roles | Asia ex-India - SE Asia,Male representation %,75.63,%,Asia ex-India - SE Asia,HRIS extract
2015,Gender,STEM Roles | Asia ex-India - SE Asia,Other/Undisclosed %,1.13,%,Asia ex-India - SE Asia,HRIS extract
2015,Gender,STEM Roles | Asia ex-India - SE Asia,Headcount,458,count,Asia ex-India - SE Asia,HRIS extract
2015,Gender,STEM Roles | Asia ex-India - SE Asia,Pay ratio (Female:Male),0.903,ratio,Asia ex-India - SE Asia,Compensation review
2015,Gender,STEM Roles | Asia ex-India - East Asia,Female representation %,25.92,%,Asia ex-India - East Asia,HRIS extract
2015,Gender,STEM Roles | Asia ex-India - East Asia,Male representation %,73.65,%,Asia ex-India - East Asia,HRIS extract
2015,Gender,STEM Roles | Asia ex-India - East Asia,Other/Undisclosed %,0.44,%,Asia ex-India - East Asia,HRIS extract
2015,Gender,STEM Roles | Asia ex-India - East Asia,Headcount,1816,count,Asia ex-India - East Asia,HRIS extract
2015,Gender,STEM Roles | Asia ex-India - East Asia,Pay ratio (Female:Male),0.96,ratio,Asia ex-India - East Asia,Compensation review
2015,Gender,STEM Roles | Middle East & Africa,Female representation %,29.59,%,Middle East & Africa,HRIS extract
2015,Gender,STEM Roles | Middle East & Africa,Male representation %,69.61,%,Middle East & Africa,HRIS extract
2015,Gender,STEM Roles | Middle East & Africa,Other/Undisclosed %,0.79,%,Middle East & Africa,HRIS extract
2015,Gender,STEM Roles | Middle East & Africa,Headcount,1170,count,Middle East & Africa,HRIS extract
2015,Gender,STEM Roles | Middle East & Africa,Pay ratio (Female:Male),0.968,ratio,Middle East & Africa,Compensation review
2015,Gender,STEM Roles | EMEA - Western Europe,Female representation %,39.12,%,EMEA - Western Europe,HRIS extract
2015,Gender,STEM Roles | EMEA - Western Europe,Male representation %,60.26,%,EMEA - Western Europe,HRIS extract
2015,Gender,STEM Roles | EMEA - Western Europe,Other/Undisclosed %,0.62,%,EMEA - Western Europe,HRIS extract
2015,Gender,STEM Roles | EMEA - Western Europe,Headcount,1338,count,EMEA - Western Europe,HRIS extract
2015,Gender,STEM Roles | EMEA - Western Europe,Pay ratio (Female:Male),1.016,ratio,EMEA - Western Europe,Compensation review
2015,Gender,STEM Roles | EMEA - Eastern Europe,Female representation %,20.51,%,EMEA - Eastern Europe,HRIS extract
2015,Gender,STEM Roles | EMEA - Eastern Europe,Male representation %,78.08,%,EMEA - Eastern Europe,HRIS extract
2015,Gender,STEM Roles | EMEA - Eastern Europe,Other/Undisclosed %,1.4,%,EMEA - Eastern Europe,HRIS extract
2015,Gender,STEM Roles | EMEA - Eastern Europe,Headcount,1484,count,EMEA - Eastern Europe,HRIS extract
2015,Gender,STEM Roles | EMEA - Eastern Europe,Pay ratio (Female:Male),0.951,ratio,EMEA - Eastern Europe,Compensation review
2015,Gender,STEM Roles | Americas - North,Female representation %,31.05,%,Americas - North,HRIS extract
2015,Gender,STEM Roles | Americas - North,Male representation %,67.76,%,Americas - North,HRIS extract
2015,Gender,STEM Roles | Americas - North,Other/Undisclosed %,1.19,%,Americas - North,HRIS extract
2015,Gender,STEM Roles | Americas - North,Headcount,827,count,Americas - North,HRIS extract
2015,Gender,STEM Roles | Americas - North,Pay ratio (Female:Male),0.955,ratio,Americas - North,Compensation review
2015,Gender,STEM Roles | Americas - LatAm,Female representation %,23.52,%,Americas - LatAm,HRIS extract
2015,Gender,STEM Roles | Americas - LatAm,Male representation %,75.82,%,Americas - LatAm,HRIS extract
2015,Gender,STEM Roles | Americas - LatAm,Other/Undisclosed %,0.66,%,Americas - LatAm,HRIS extract
2015,Gender,STEM Roles | Americas - LatAm,Headcount,2690,count,Americas - LatAm,HRIS extract
2015,Gender,STEM Roles | Americas - LatAm,Pay ratio (Female:Male),0.861,ratio,Americas - LatAm,Compensation review
2015,Gender,Sales Roles | India - West,Female representation %,24.35,%,India - West,HRIS extract
2015,Gender,Sales Roles | India - West,Male representation %,74.34,%,India - West,HRIS extract
2015,Gender,Sales Roles | India - West,Other/Undisclosed %,1.31,%,India - West,HRIS extract
2015,Gender,Sales Roles | India - West,Headcount,782,count,India - West,HRIS extract
2015,Gender,Sales Roles | India - West,Pay ratio (Female:Male),0.912,ratio,India - West,Compensation review
2015,Gender,Sales Roles | India - North,Female representation %,29.9,%,India - North,HRIS extract
2015,Gender,Sales Roles | India - North,Male representation %,69.61,%,India - North,HRIS extract
2015,Gender,Sales Roles | India - North,Other/Undisclosed %,0.49,%,India - North,HRIS extract
2015,Gender,Sales Roles | India - North,Headcount,1138,count,India - North,HRIS extract
2015,Gender,Sales Roles | India - North,Pay ratio (Female:Male),0.962,ratio,India - North,Compensation review
2015,Gender,Sales Roles | India - South,Female representation %,33.67,%,India - South,HRIS extract
2015,Gender,Sales Roles | India - South,Male representation %,65.72,%,India - South,HRIS extract
2015,Gender,Sales Roles | India - South,Other/Undisclosed %,0.61,%,India - South,HRIS extract
2015,Gender,Sales Roles | India - South,Headcount,1698,count,India - South,HRIS extract
2015,Gender,Sales Roles | India - South,Pay ratio (Female:Male),0.926,ratio,India - South,Compensation review
2015,Gender,Sales Roles | India - East,Female representation %,33.04,%,India - East,HRIS extract
2015,Gender,Sales Roles | India - East,Male representation %,65.67,%,India - East,HRIS extract
2015,Gender,Sales Roles | India - East,Other/Undisclosed %,1.29,%,India - East,HRIS extract
2015,Gender,Sales Roles | India - East,Headcount,4011,count,India - East,HRIS extract
2015,Gender,Sales Roles | India - East,Pay ratio (Female:Male),1.001,ratio,India - East,Compensation review
2015,Gender,Sales Roles | India - Central,Female representation %,27.75,%,India - Central,HRIS extract
2015,Gender,Sales Roles | India - Central,Male representation %,71.25,%,India - Central,HRIS extract
2015,Gender,Sales Roles | India - Central,Other/Undisclosed %,1.0,%,India - Central,HRIS extract
2015,Gender,Sales Roles | India - Central,Headcount,3111,count,India - Central,HRIS extract
2015,Gender,Sales Roles | India - Central,Pay ratio (Female:Male),0.88,ratio,India - Central,Compensation review
2015,Gender,Sales Roles | India - North-East,Female representation %,16.95,%,India - North-East,HRIS extract
2015,Gender,Sales Roles | India - North-East,Male representation %,82.69,%,India - North-East,HRIS extract
2015,Gender,Sales Roles | India - North-East,Other/Undisclosed %,0.36,%,India - North-East,HRIS extract
2015,Gender,Sales Roles | India - North-East,Headcount,1441,count,India - North-East,HRIS extract
2015,Gender,Sales Roles | India - North-East,Pay ratio (Female:Male),0.877,ratio,India - North-East,Compensation review
2015,Gender,Sales Roles | Asia ex-India - SE Asia,Female representation %,35.37,%,Asia ex-India - SE Asia,HRIS extract
2015,Gender,Sales Roles | Asia ex-India - SE Asia,Male representation %,64.23,%,Asia ex-India - SE Asia,HRIS extract
2015,Gender,Sales Roles | Asia ex-India - SE Asia,Other/Undisclosed %,0.4,%,Asia ex-India - SE Asia,HRIS extract
2015,Gender,Sales Roles | Asia ex-India - SE Asia,Headcount,1028,count,Asia ex-India - SE Asia,HRIS extract
2015,Gender,Sales Roles | Asia ex-India - SE Asia,Pay ratio (Female:Male),0.911,ratio,Asia ex-India - SE Asia,Compensation review
2015,Gender,Sales Roles | Asia ex-India - East Asia,Female representation %,31.32,%,Asia ex-India - East Asia,HRIS extract
2015,Gender,Sales Roles | Asia ex-India - East Asia,Male representation %,67.45,%,Asia ex-India - East Asia,HRIS extract
2015,Gender,Sales Roles | Asia ex-India - East Asia,Other/Undisclosed %,1.23,%,Asia ex-India - East Asia,HRIS extract
2015,Gender,Sales Roles | Asia ex-India - East Asia,Headcount,2960,count,Asia ex-India - East Asia,HRIS extract
2015,Gender,Sales Roles | Asia ex-India - East Asia,Pay ratio (Female:Male),0.864,ratio,Asia ex-India - East Asia,Compensation review
2015,Gender,Sales Roles | Middle East & Africa,Female representation %,39.94,%,Middle East & Africa,HRIS extract
2015,Gender,Sales Roles | Middle East & Africa,Male representation %,59.0,%,Middle East & Africa,HRIS extract
2015,Gender,Sales Roles | Middle East & Africa,Other/Undisclosed %,1.06,%,Middle East & Africa,HRIS extract
2015,Gender,Sales Roles | Middle East & Africa,Headcount,557,count,Middle East & Africa,HRIS extract
2015,Gender,Sales Roles | Middle East & Africa,Pay ratio (Female:Male),0.986,ratio,Middle East & Africa,Compensation review
2015,Gender,Sales Roles | EMEA - Western Europe,Female representation %,34.66,%,EMEA - Western Europe,HRIS extract
2015,Gender,Sales Roles | EMEA - Western Europe,Male representation %,64.63,%,EMEA - Western Europe,HRIS extract
2015,Gender,Sales Roles | EMEA - Western Europe,Other/Undisclosed %,0.7,%,EMEA - Western Europe,HRIS extract
2015,Gender,Sales Roles | EMEA - Western Europe,Headcount,2834,count,EMEA - Western Europe,HRIS extract
2015,Gender,Sales Roles | EMEA - Western Europe,Pay ratio (Female:Male),0.918,ratio,EMEA - Western Europe,Compensation review
2015,Gender,Sales Roles | EMEA - Eastern Europe,Female representation %,37.57,%,EMEA - Eastern Europe,HRIS extract
2015,Gender,Sales Roles | EMEA - Eastern Europe,Male representation %,62.06,%,EMEA - Eastern Europe,HRIS extract
2015,Gender,Sales Roles | EMEA - Eastern Europe,Other/Undisclosed %,0.36,%,EMEA - Eastern Europe,HRIS extract
2015,Gender,Sales Roles | EMEA - Eastern Europe,Headcount,112,count,EMEA - Eastern Europe,HRIS extract
2015,Gender,Sales Roles | EMEA - Eastern Europe,Pay ratio (Female:Male),1.018,ratio,EMEA - Eastern Europe,Compensation review
2015,Gender,Sales Roles | Americas - North,Female representation %,24.77,%,Americas - North,HRIS extract
2015,Gender,Sales Roles | Americas - North,Male representation %,73.87,%,Americas - North,HRIS extract
2015,Gender,Sales Roles | Americas - North,Other/Undisclosed %,1.36,%,Americas - North,HRIS extract
2015,Gender,Sales Roles | Americas - North,Headcount,4491,count,Americas - North,HRIS extract
2015,Gender,Sales Roles | Americas - North,Pay ratio (Female:Male),0.97,ratio,Americas - North,Compensation review
2015,Gender,Sales Roles | Americas - LatAm,Female representation %,24.55,%,Americas - LatAm,HRIS extract
2015,Gender,Sales Roles | Americas - LatAm,Male representation %,74.41,%,Americas - LatAm,HRIS extract
2015,Gender,Sales Roles | Americas - LatAm,Other/Undisclosed %,1.04,%,Americas - LatAm,HRIS extract
2015,Gender,Sales Roles | Americas - LatAm,Headcount,3197,count,Americas - LatAm,HRIS extract
2015,Gender,Sales Roles | Americas - LatAm,Pay ratio (Female:Male),0.92,ratio,Americas - LatAm,Compensation review
2015,Gender,New Hires | India - West,Female representation %,30.47,%,India - West,HRIS extract
2015,Gender,New Hires | India - West,Male representation %,68.46,%,India - West,HRIS extract
2015,Gender,New Hires | India - West,Other/Undisclosed %,1.07,%,India - West,HRIS extract
2015,Gender,New Hires | India - West,Headcount,2820,count,India - West,HRIS extract
2015,Gender,New Hires | India - West,Pay ratio (Female:Male),0.923,ratio,India - West,Compensation review
2015,Gender,New Hires | India - North,Female representation %,41.44,%,India - North,HRIS extract
2015,Gender,New Hires | India - North,Male representation %,57.99,%,India - North,HRIS extract
2015,Gender,New Hires | India - North,Other/Undisclosed %,0.57,%,India - North,HRIS extract
2015,Gender,New Hires | India - North,Headcount,156,count,India - North,HRIS extract
2015,Gender,New Hires | India - North,Pay ratio (Female:Male),0.88,ratio,India - North,Compensation review
2015,Gender,New Hires | India - South,Female representation %,33.21,%,India - South,HRIS extract
2015,Gender,New Hires | India - South,Male representation %,65.49,%,India - South,HRIS extract
2015,Gender,New Hires | India - South,Other/Undisclosed %,1.3,%,India - South,HRIS extract
2015,Gender,New Hires | India - South,Headcount,1723,count,India - South,HRIS extract
2015,Gender,New Hires | India - South,Pay ratio (Female:Male),0.904,ratio,India - South,Compensation review
2015,Gender,New Hires | India - East,Female representation %,34.14,%,India - East,HRIS extract
2015,Gender,New Hires | India - East,Male representation %,64.52,%,India - East,HRIS extract
2015,Gender,New Hires | India - East,Other/Undisclosed %,1.33,%,India - East,HRIS extract
2015,Gender,New Hires | India - East,Headcount,526,count,India - East,HRIS extract
2015,Gender,New Hires | India - East,Pay ratio (Female:Male),0.941,ratio,India - East,Compensation review
2015,Gender,New Hires | India - Central,Female representation %,32.48,%,India - Central,HRIS extract
2015,Gender,New Hires | India - Central,Male representation %,66.15,%,India - Central,HRIS extract
2015,Gender,New Hires | India - Central,Other/Undisclosed %,1.37,%,India - Central,HRIS extract
2015,Gender,New Hires | India - Central,Headcount,740,count,India - Central,HRIS extract
2015,Gender,New Hires | India - Central,Pay ratio (Female:Male),0.952,ratio,India - Central,Compensation review
2015,Gender,New Hires | India - North-East,Female representation %,24.23,%,India - North-East,HRIS extract
2015,Gender,New Hires | India - North-East,Male representation %,74.9,%,India - North-East,HRIS extract
2015,Gender,New Hires | India - North-East,Other/Undisclosed %,0.86,%,India - North-East,HRIS extract
2015,Gender,New Hires | India - North-East,Headcount,2987,count,India - North-East,HRIS extract
2015,Gender,New Hires | India - North-East,Pay ratio (Female:Male),0.906,ratio,India - North-East,Compensation review
2015,Gender,New Hires | Asia ex-India - SE Asia,Female representation %,26.43,%,Asia ex-India - SE Asia,HRIS extract
2015,Gender,New Hires | Asia ex-India - SE Asia,Male representation %,72.46,%,Asia ex-India - SE Asia,HRIS extract
2015,Gender,New Hires | Asia ex-India - SE Asia,Other/Undisclosed %,1.12,%,Asia ex-India - SE Asia,HRIS extract
2015,Gender,New Hires | Asia ex-India - SE Asia,Headcount,3338,count,Asia ex-India - SE Asia,HRIS extract
2015,Gender,New Hires | Asia ex-India - SE Asia,Pay ratio (Female:Male),1.019,ratio,Asia ex-India - SE Asia,Compensation review
2015,Gender,New Hires | Asia ex-India - East Asia,Female representation %,32.93,%,Asia ex-India - East Asia,HRIS extract
