company,year,sector,revenue,net_profit,total_assets,total_liabilities,current_assets,current_liabilities,ppe_net,capex,depreciation,interest_expense,ebitda,operating_cash_flow,net_debt,goodwill,intangibles
Mistral Chemicals Holdings,1994,PetroChemical,1209.96,116.73,4156.85,2330.62,1326.36,704.26,2567.7,90.06,232.26,72.84,153.87,134.62,1109.04,47.14,142.92
Mistral Chemicals Holdings,1995,PetroChemical,1302.25,125.96,4130.11,2415.17,833.14,698.24,2049.05,173.36,145.47,117.47,309.14,236.82,749.2,219.37,42.28
Mistral Chemicals Holdings,1996,PetroChemical,1543.63,146.37,4770.39,2861.35,1379.36,873.65,2036.92,133.54,138.17,112.42,423.26,340.58,942.78,34.6,121.84
Mistral Chemicals Holdings,1997,PetroChemical,1579.5,150.96,4643.93,2932.06,1035.51,1099.85,2208.76,180.14,163.91,188.7,403.56,264.65,1603.27,211.31,175.22
Mistral Chemicals Holdings,1998,PetroChemical,1539.58,132.94,5256.99,4069.79,956.34,1291.77,2328.23,100.1,215.37,203.75,314.19,241.25,1578.94,25.35,83.32
Mistral Chemicals Holdings,1999,PetroChemical,1822.4,91.82,5421.37,3645.96,1276.81,1298.35,2362.55,193.95,170.39,126.81,393.44,366.79,1947.1,100.09,149.93
Mistral Chemicals Holdings,2000,PetroChemical,1706.51,143.08,6191.62,3981.96,1209.77,1321.71,2904.86,214.58,218.76,153.1,403.23,330.37,1428.02,281.07,191.04
Mistral Chemicals Holdings,2001,PetroChemical,2171.61,189.69,6491.9,3785.62,1422.84,1143.54,3803.25,214.71,263.56,129.87,344.61,278.0,1156.22,16.67,72.96
Mistral Chemicals Holdings,2002,PetroChemical,2311.53,268.07,6522.47,4638.8,1540.55,1820.48,2641.22,216.65,242.57,154.14,399.17,372.6,2015.33,185.42,73.53
Mistral Chemicals Holdings,2003,PetroChemical,2230.97,209.52,7044.24,5042.3,2136.31,1840.05,4268.15,212.29,376.52,263.11,640.44,574.11,2094.37,154.26,175.78
Mistral Chemicals Holdings,2004,PetroChemical,2385.48,232.43,7560.53,4693.54,2131.07,1654.27,4199.54,313.41,370.31,165.5,484.71,384.92,2321.23,359.07,130.33
Mistral Chemicals Holdings,2005,PetroChemical,2714.94,234.39,8295.17,5499.64,1585.83,1436.82,3330.14,358.28,226.33,345.47,643.01,518.78,1925.59,305.06,144.64
Mistral Chemicals Holdings,2006,PetroChemical,3030.63,283.8,8774.63,5223.24,1764.71,1951.8,5109.16,272.49,361.61,189.33,772.04,574.02,2702.96,375.31,264.46
Mistral Chemicals Holdings,2007,PetroChemical,2959.07,364.78,9240.37,6373.44,2122.49,2032.81,3941.79,328.03,351.14,358.54,665.65,449.95,3418.69,550.48,234.45
Mistral Chemicals Holdings,2008,PetroChemical,3383.76,117.27,10163.69,7501.19,3147.49,2680.16,5681.02,417.79,365.62,425.63,831.93,786.38,3056.74,362.94,189.07
Mistral Chemicals Holdings,2009,PetroChemical,3512.4,441.52,10588.16,6442.51,2053.06,1850.06,4910.49,345.98,489.72,223.41,865.36,651.3,3106.06,270.0,152.87
Mistral Chemicals Holdings,2010,PetroChemical,4030.91,304.35,11605.65,7748.77,2626.65,2214.49,6476.35,508.71,466.41,449.11,1053.74,751.97,3914.0,498.64,442.54
Mistral Chemicals Holdings,2011,PetroChemical,4219.61,460.23,12979.19,8769.5,3325.79,2202.07,6036.51,547.64,369.87,348.2,938.35,873.93,4701.67,0.36,194.67
Mistral Chemicals Holdings,2012,PetroChemical,4580.35,307.25,13762.96,10634.54,2755.97,4059.85,6473.05,535.83,508.58,586.68,1096.9,998.25,3398.18,107.68,113.01
Mistral Chemicals Holdings,2013,PetroChemical,4357.86,416.9,14089.2,7813.55,3871.03,1797.81,8314.11,415.06,523.89,346.43,660.58,589.77,4056.4,696.8,260.55
Mistral Chemicals Holdings,2014,PetroChemical,5031.63,518.35,15094.84,11222.26,4741.34,2869.83,8850.75,359.79,653.65,688.0,1149.64,769.44,4823.17,606.12,190.72
Mistral Chemicals Holdings,2015,PetroChemical,5340.85,517.62,16704.11,9571.66,5136.69,2458.42,7165.79,388.61,679.86,475.78,1202.85,819.81,3305.63,831.29,563.68
Mistral Chemicals Holdings,2016,PetroChemical,6067.91,661.47,18019.45,13296.07,3730.84,4937.89,10777.9,475.76,951.46,659.71,1055.49,815.9,4249.41,355.23,215.12
Mistral Chemicals Holdings,2017,PetroChemical,5704.33,440.48,17414.0,13365.65,4005.57,3258.14,8212.56,395.74,718.25,738.97,1358.93,929.84,6908.83,362.6,674.38
Mistral Chemicals Holdings,2018,PetroChemical,6442.84,573.28,19124.38,10562.82,5907.83,3406.02,8924.42,738.24,844.05,495.47,1492.33,1289.65,4779.09,854.87,588.93
Mistral Chemicals Holdings,2019,PetroChemical,7092.11,342.65,20800.23,16190.85,6020.99,5103.6,8460.36,894.88,663.13,768.99,1446.33,943.06,7977.44,1146.94,388.54
Mistral Chemicals Holdings,2020,PetroChemical,7020.87,417.34,21223.55,14357.99,6630.18,3590.04,8961.63,660.33,835.37,786.38,1656.19,1452.54,7590.51,1195.56,457.66
Mistral Chemicals Holdings,2021,PetroChemical,7781.09,694.01,24603.35,13935.56,6068.89,5240.26,13034.31,738.82,782.61,859.22,1732.08,1477.14,7131.16,764.5,955.6
Mistral Chemicals Holdings,2022,PetroChemical,8906.36,795.34,25472.57,18218.91,7575.46,4273.76,12765.7,965.81,826.0,798.09,2078.8,1805.12,7969.74,728.84,524.3
Mistral Chemicals Holdings,2023,PetroChemical,8449.68,728.46,26633.62,20274.68,7533.21,7395.87,10850.57,508.21,877.97,857.46,2288.58,1921.67,10978.04,1499.12,751.55
Mistral Chemicals Holdings,2024,PetroChemical,10305.73,517.61,30352.63,17011.69,7317.46,5142.96,12894.76,982.78,921.95,1014.46,1975.29,1605.34,7978.4,931.35,955.68
Ironclad Refining,1989,PetroChemical,2592.92,265.19,9043.6,5236.84,2021.85,1156.94,5560.33,264.4,370.26,214.76,381.38,316.16,2631.08,77.64,241.94
Ironclad Refining,1990,PetroChemical,2535.03,215.04,9592.66,6748.24,2850.23,1607.11,5484.68,163.87,450.33,342.2,441.37,319.36,3015.11,46.91,337.7
Ironclad Refining,1991,PetroChemical,2762.76,187.72,10504.79,6223.3,2331.93,1428.03,5840.67,328.53,545.83,279.15,673.61,526.54,3005.67,378.81,306.38
Ironclad Refining,1992,PetroChemical,3190.5,195.6,10987.01,7849.81,2157.09,2345.86,6212.19,368.64,463.18,370.01,606.25,572.88,3326.8,263.46,186.83
Ironclad Refining,1993,PetroChemical,3415.28,313.07,10997.99,8212.45,3179.21,3030.72,6599.8,361.39,578.46,374.5,579.7,408.24,3784.79,187.94,265.73
Ironclad Refining,1994,PetroChemical,3357.36,210.3,12681.81,9867.82,2538.95,3694.53,5923.5,415.02,565.17,309.0,689.73,451.81,3515.92,115.61,70.76
Ironclad Refining,1995,PetroChemical,3789.16,320.22,13656.99,9582.01,3995.81,2232.23,7080.12,504.8,552.77,420.89,500.23,337.15,5258.64,130.97,379.98
Ironclad Refining,1996,PetroChemical,4103.34,98.48,13896.58,8492.43,3219.45,2664.67,7332.85,283.74,466.2,453.94,1019.15,833.97,3832.05,282.54,145.85
Ironclad Refining,1997,PetroChemical,4379.64,312.23,15096.31,9689.46,4718.31,2331.3,8025.09,546.02,580.4,425.65,947.02,642.62,3800.38,286.7,123.45
Ironclad Refining,1998,PetroChemical,4502.62,502.85,16086.1,10619.82,3950.46,3810.26,6696.69,328.62,540.61,484.81,1046.35,906.86,5451.54,534.98,230.27
Ironclad Refining,1999,PetroChemical,5360.65,468.16,17833.88,11057.12,3788.85,4073.48,8523.64,417.45,538.62,351.07,1192.22,1125.94,3838.83,446.36,585.78
Ironclad Refining,2000,PetroChemical,4874.27,447.45,18143.06,12966.19,4161.76,4811.09,9085.37,299.25,734.9,602.35,1186.28,1123.29,4236.09,654.04,521.48
Ironclad Refining,2001,PetroChemical,5972.45,342.38,18516.99,12219.19,3808.47,2895.35,9381.04,571.35,771.84,410.69,1181.12,1059.24,6465.99,1100.14,661.54
Ironclad Refining,2002,PetroChemical,6368.12,796.04,21058.4,13858.36,5859.29,3117.12,10905.35,832.33,862.64,652.23,1169.42,787.55,5212.17,841.71,792.33
Ironclad Refining,2003,PetroChemical,6841.3,747.39,23137.1,14466.94,6339.32,3330.39,13001.06,699.11,783.4,672.16,1175.79,1051.2,6934.3,1178.67,692.45
Ironclad Refining,2004,PetroChemical,7689.08,866.83,24732.59,16287.2,5470.59,4334.96,13796.03,835.24,1360.21,977.53,1297.4,1030.93,4999.36,476.7,361.93
Ironclad Refining,2005,PetroChemical,7361.69,899.9,25424.61,16612.14,5919.69,3671.63,14175.43,777.1,1310.46,962.25,2001.51,1556.66,8777.39,1401.92,542.98
Ironclad Refining,2006,PetroChemical,8242.64,660.67,27652.07,15302.46,8449.94,4855.02,15968.5,586.99,1521.17,968.97,2148.67,1713.61,4863.89,773.97,640.08
Ironclad Refining,2007,PetroChemical,8763.79,567.69,29182.92,20501.31,7530.58,4658.49,12780.39,770.03,902.98,1082.38,1909.62,1734.03,10737.69,1340.68,887.37
Ironclad Refining,2008,PetroChemical,9715.3,805.22,29633.43,17897.56,5434.25,4079.63,15583.03,1074.09,1048.29,1037.67,2344.35,1661.97,5549.86,1769.76,191.65
Ironclad Refining,2009,PetroChemical,9904.06,597.72,32483.2,23044.69,6681.66,7252.76,15840.97,959.15,1268.92,1211.28,2061.88,1558.44,8189.8,683.95,977.78
Ironclad Refining,2010,PetroChemical,10778.67,656.14,36170.28,25635.89,10261.57,9621.55,18365.74,1461.49,1367.65,884.97,2585.63,1928.51,13619.62,1781.08,1305.96
Ironclad Refining,2011,PetroChemical,11178.47,1241.21,37489.47,23906.13,8385.39,6738.79,22035.64,771.22,1790.39,971.41,1566.82,1175.39,12515.3,1329.08,1341.09
Ironclad Refining,2012,PetroChemical,12017.18,989.93,41076.97,29378.71,10168.67,9613.08,22948.12,1423.87,1966.56,1047.83,3060.52,2141.32,10535.94,38.52,1224.28
Ironclad Refining,2013,PetroChemical,12781.24,1098.48,42438.46,28447.51,11917.42,10168.13,24205.44,1476.08,1762.93,1393.39,3317.21,2377.45,10845.48,682.19,1166.35
Ironclad Refining,2014,PetroChemical,14310.31,1577.16,44042.03,25501.72,12000.14,5744.79,23384.25,1198.26,2329.34,1249.87,3587.51,3165.34,9849.15,727.6,1454.12
Ironclad Refining,2015,PetroChemical,15725.94,1048.8,46237.68,30716.44,11154.89,10642.13,26024.0,1010.98,2082.44,1454.39,3365.83,2886.82,11313.98,1102.97,697.52
Ironclad Refining,2016,PetroChemical,15733.09,1391.96,52314.41,36420.61,10516.88,8781.17,25717.97,2128.57,2338.7,1668.92,4999.41,4274.68,13202.14,530.73,2091.26
Ironclad Refining,2017,PetroChemical,17296.05,1485.09,53780.41,41019.62,10750.1,10500.01,24151.47,1921.03,2329.81,2177.38,3162.85,2154.58,17747.51,2350.07,1716.65
Ironclad Refining,2018,PetroChemical,18736.89,1764.76,61287.07,45419.82,19218.7,10924.32,27792.29,1985.44,2005.18,2325.18,4059.48,3006.74,20941.14,774.66,1876.42
Ironclad Refining,2019,PetroChemical,18745.07,1309.65,60764.61,37392.77,17544.26,8538.83,25896.38,1690.41,2475.1,2418.88,4170.15,3002.96,19410.58,449.83,1850.59
Ironclad Refining,2020,PetroChemical,23659.26,1752.4,70410.82,52589.94,15081.59,13512.14,42636.79,2020.57,3613.76,2703.51,4331.58,3322.82,22050.01,2047.73,1697.74
Ironclad Refining,2021,PetroChemical,22883.21,1337.42,71095.95,42282.11,20906.31,13574.89,32158.08,2453.41,2194.62,2283.56,5415.18,4556.49,20479.24,2814.01,2290.65
Ironclad Refining,2022,PetroChemical,26632.67,2083.67,76734.68,48005.26,22796.57,12824.31,37362.81,3296.24,3620.15,2207.61,6312.26,5818.66,24668.56,800.77,687.54
Ironclad Refining,2023,PetroChemical,24701.2,2030.65,84397.08,55421.42,16015.52,14353.52,34302.77,1678.09,2383.29,3137.27,4626.6,3110.79,23454.57,1523.18,514.76
Ironclad Refining,2024,PetroChemical,26462.21,3773.56,84745.53,63319.58,18425.88,24522.13,41751.88,2813.57,3201.74,3799.81,4792.26,4197.21,29447.54,4517.34,3146.98
Smelter Polymers Holdings,1989,PetroChemical,2018.78,143.1,6759.82,5099.97,1304.82,1840.11,3742.02,277.87,355.5,222.6,318.34,212.76,1867.14,219.83,245.83
Smelter Polymers Holdings,1990,PetroChemical,2184.44,234.95,7292.53,5225.7,1803.02,1837.3,3044.99,277.64,191.35,269.77,413.34,316.0,2566.01,315.47,143.86
Smelter Polymers Holdings,1991,PetroChemical,2165.13,136.49,7958.9,6023.67,2450.14,2282.6,4731.95,234.32,299.62,202.11,525.64,492.22,2923.35,445.21,291.9
Smelter Polymers Holdings,1992,PetroChemical,2322.15,293.93,8454.78,4948.67,2468.06,1352.24,4780.52,290.19,322.74,162.96,400.42,379.28,2512.93,237.75,109.63
Smelter Polymers Holdings,1993,PetroChemical,2563.21,315.01,9287.49,5405.34,2040.28,1944.93,4253.98,212.69,400.47,189.14,560.39,453.29,2172.72,98.62,195.28
Smelter Polymers Holdings,1994,PetroChemical,2792.02,300.25,10094.0,5907.67,2232.41,1455.35,5522.6,194.08,473.82,333.29,651.3,548.61,2878.98,208.02,93.38
Smelter Polymers Holdings,1995,PetroChemical,2870.59,282.76,10991.02,7222.42,2916.9,2783.63,4599.88,265.37,414.58,382.73,487.25,389.12,3075.7,277.41,275.9
Smelter Polymers Holdings,1996,PetroChemical,2759.42,232.53,11828.57,8214.2,2754.74,2057.01,4984.12,213.36,413.94,431.03,523.42,447.2,3716.07,623.97,139.94
Smelter Polymers Holdings,1997,PetroChemical,3276.01,357.8,11728.0,7696.96,2866.8,2454.47,7179.28,232.63,696.17,409.71,1001.38,751.28,2946.22,168.98,287.46
Smelter Polymers Holdings,1998,PetroChemical,3822.87,276.46,12562.57,9161.57,2904.61,3601.35,7047.7,266.87,521.46,376.33,725.15,651.55,3624.38,321.24,214.6
Smelter Polymers Holdings,1999,PetroChemical,3500.19,170.27,13334.07,9780.48,3457.34,2197.42,7326.0,216.28,725.12,387.1,831.55,659.9,4284.27,82.13,98.72
Smelter Polymers Holdings,2000,PetroChemical,4433.63,199.56,14157.46,9755.06,4157.13,3093.79,5900.75,607.92,387.84,588.8,1140.6,941.75,3327.62,139.49,285.44
Smelter Polymers Holdings,2001,PetroChemical,4486.78,437.09,16525.84,9982.41,4562.42,2225.54,10166.76,507.31,931.49,472.98,747.94,650.52,4484.9,93.91,274.09
Smelter Polymers Holdings,2002,PetroChemical,4802.56,348.22,16403.06,9555.71,5144.76,2383.32,8606.73,597.48,804.42,539.71,758.97,591.33,4192.73,520.33,218.79
Smelter Polymers Holdings,2003,PetroChemical,4657.59,380.52,17746.46,12722.92,4907.57,4198.13,9332.94,335.79,653.21,658.5,808.4,732.19,4612.8,1012.65,290.9
Smelter Polymers Holdings,2004,PetroChemical,5212.46,437.53,19995.4,12786.67,3793.63,3024.39,10357.36,641.97,920.8,578.54,723.39,624.23,4721.95,1095.67,144.12
Smelter Polymers Holdings,2005,PetroChemical,5642.69,247.28,19450.16,15082.67,5244.49,5196.85,8894.04,583.78,860.84,465.4,1645.7,1484.93,7660.29,160.91,456.3
Smelter Polymers Holdings,2006,PetroChemical,6099.89,862.52,22726.18,17053.15,6534.32,5523.58,11689.09,674.02,890.91,875.9,1248.66,863.9,7969.54,151.24,850.65
Smelter Polymers Holdings,2007,PetroChemical,7190.54,828.59,22187.82,13469.83,6101.06,4202.66,12927.69,757.52,1199.2,630.43,1609.74,1069.68,6948.21,193.71,371.4
Smelter Polymers Holdings,2008,PetroChemical,7316.61,298.24,25521.84,19427.18,7709.86,5757.61,12368.57,879.75,812.86,1035.88,1776.59,1372.45,10000.41,47.34,1011.22
Smelter Polymers Holdings,2009,PetroChemical,7732.52,585.81,27717.28,18118.3,6826.52,5169.15,15711.72,727.31,1313.32,849.33,1453.61,1201.52,5932.08,594.35,704.7
Smelter Polymers Holdings,2010,PetroChemical,8386.8,639.67,28422.79,17664.95,8101.17,5433.7,11670.06,1013.23,818.54,946.39,1519.98,1159.74,7194.74,145.54,1088.26
Smelter Polymers Holdings,2011,PetroChemical,8770.86,667.86,29111.53,16059.84,7608.96,5845.25,13046.13,747.75,1080.89,774.48,1565.83,1042.89,8236.24,536.81,547.07
Smelter Polymers Holdings,2012,PetroChemical,9107.62,719.49,32268.6,19270.07,10287.05,5718.01,14665.98,887.55,1080.94,1235.05,2400.95,2243.59,8027.01,1540.09,1087.46
Smelter Polymers Holdings,2013,PetroChemical,9865.07,561.21,34337.24,20122.42,7432.79,4698.65,17148.63,853.94,1639.21,1300.27,2378.33,1921.56,9902.92,1012.75,1034.74
Smelter Polymers Holdings,2014,PetroChemical,9896.94,1086.02,38358.08,23834.66,8140.39,5299.8,21649.61,645.63,1498.95,1532.24,2082.47,1456.84,10202.85,1654.98,769.78
Smelter Polymers Holdings,2015,PetroChemical,11360.36,967.63,37545.23,26316.15,11706.56,6923.62,23175.15,829.88,1633.56,1696.89,1978.14,1701.57,10173.03,1110.75,1253.16
Smelter Polymers Holdings,2016,PetroChemical,12522.62,966.93,42069.88,31831.77,8582.18,11119.53,19132.81,1685.5,1252.58,1854.58,2394.12,1600.68,10057.63,837.46,1445.74
Smelter Polymers Holdings,2017,PetroChemical,12926.62,973.22,46375.65,28527.97,14721.74,7242.93,28715.23,1611.98,1912.21,1253.6,2559.81,1849.26,10300.26,1758.39,1032.66
Smelter Polymers Holdings,2018,PetroChemical,14663.52,1076.78,50553.09,32904.21,12131.42,9627.27,23770.4,1737.53,2023.69,2039.7,3797.24,2682.67,17276.53,2387.26,1384.43
Smelter Polymers Holdings,2019,PetroChemical,15165.91,1733.61,53114.11,33354.82,16208.08,10240.31,25961.63,942.51,1932.69,1220.53,3052.14,2035.46,11358.63,1437.97,370.5
Smelter Polymers Holdings,2020,PetroChemical,15845.73,1154.05,53333.29,35150.06,10604.75,13446.93,25348.89,1219.51,1835.43,1551.44,4341.11,3603.26,16282.48,1760.93,571.97
Smelter Polymers Holdings,2021,PetroChemical,15850.3,1424.94,60739.47,43579.99,19021.94,16367.9,32303.09,1906.69,2947.26,2772.81,2487.17,2112.69,15612.17,2196.59,1068.2
Smelter Polymers Holdings,2022,PetroChemical,18016.4,2085.1,60241.15,46296.92,18883.75,11968.06,31082.46,2433.55,2335.85,2334.92,4178.94,3457.93,13964.63,2083.25,914.16
Smelter Polymers Holdings,2023,PetroChemical,19166.58,1693.27,70419.12,54640.71,19456.19,17637.38,29609.84,2345.48,2665.4,2352.57,3215.0,2542.03,19512.05,3346.36,2076.14
Smelter Polymers Holdings,2024,PetroChemical,20054.48,1703.93,73072.98,43876.78,17447.39,11478.48,35397.17,1423.36,3044.13,1643.86,3201.85,2780.27,20813.06,1612.84,1098.41
Tellurium Chemicals Holdings,1989,PetroChemical,1238.72,125.05,4726.81,3303.21,1030.91,779.16,2092.81,171.61,198.2,127.04,367.14,294.9,1547.24,131.27,78.89
Tellurium Chemicals Holdings,1990,PetroChemical,1337.61,75.52,4976.63,3775.54,1221.01,863.44,2447.97,144.21,158.79,132.94,266.06,176.24,1697.85,232.39,154.91
Tellurium Chemicals Holdings,1991,PetroChemical,1447.69,132.15,5058.29,3838.12,1295.47,906.67,2896.25,164.1,213.61,225.21,361.09,249.74,1295.89,62.55,169.4
Tellurium Chemicals Holdings,1992,PetroChemical,1614.6,147.02,5775.59,3391.76,1385.72,1303.15,2520.85,106.14,185.07,142.96,290.32,257.31,1334.43,292.09,86.85
Tellurium Chemicals Holdings,1993,PetroChemical,1766.84,186.95,5862.26,4062.7,1517.45,1012.59,2723.54,133.68,253.74,140.49,290.21,259.93,1337.57,260.14,190.5
Tellurium Chemicals Holdings,1994,PetroChemical,1871.39,165.82,6129.15,3905.77,1829.2,882.1,2756.66,123.67,175.15,221.5,335.07,309.16,2106.09,149.62,136.38
Tellurium Chemicals Holdings,1995,PetroChemical,2261.92,223.7,7026.35,4647.76,2129.93,1060.6,3644.6,263.63,228.91,294.9,414.97,289.74,1416.62,195.71,267.37
Tellurium Chemicals Holdings,1996,PetroChemical,2179.3,103.14,7582.99,5173.02,2055.38,1686.27,4100.33,165.55,320.68,168.54,493.93,388.37,2787.22,181.25,152.85
Tellurium Chemicals Holdings,1997,PetroChemical,2306.57,197.71,7581.68,5393.76,1658.67,1758.5,4686.26,217.38,402.05,282.74,536.64,425.34,2595.56,360.23,198.24
Tellurium Chemicals Holdings,1998,PetroChemical,2473.32,202.86,8679.91,5887.47,2451.74,2159.81,4290.48,294.66,317.85,318.91,631.85,548.01,1822.69,159.96,74.95
Tellurium Chemicals Holdings,1999,PetroChemical,2614.27,105.58,8581.87,6384.85,1621.32,2204.02,3616.51,273.82,233.59,389.24,718.55,525.12,2280.78,84.73,57.72
Tellurium Chemicals Holdings,2000,PetroChemical,2765.09,233.72,9124.64,6241.86,2673.5,1959.52,3652.3,251.8,257.01,271.19,434.43,314.41,2041.71,119.06,262.38
Tellurium Chemicals Holdings,2001,PetroChemical,3098.45,193.44,9616.82,6545.82,2453.76,2301.17,5220.02,228.11,450.49,260.89,695.84,546.94,2028.68,227.57,358.87
Tellurium Chemicals Holdings,2002,PetroChemical,3691.31,307.97,10369.79,6954.7,2016.85,1674.07,4577.89,481.12,290.55,381.48,754.2,640.62,2480.1,482.36,306.72
Tellurium Chemicals Holdings,2003,PetroChemical,3703.49,444.83,12181.99,6705.88,2524.17,1583.68,5855.28,475.7,378.71,374.89,687.78,610.14,3614.64,273.05,66.63
Tellurium Chemicals Holdings,2004,PetroChemical,4191.8,494.01,11996.43,7833.9,2719.06,3076.3,5293.53,344.3,363.92,306.95,1069.97,722.84,3925.41,498.61,154.68
Tellurium Chemicals Holdings,2005,PetroChemical,4229.22,276.7,13293.12,10085.84,3648.18,3353.04,5595.69,588.22,515.65,456.77,1006.32,910.3,4174.64,761.27,447.4
Tellurium Chemicals Holdings,2006,PetroChemical,4380.89,587.57,13708.0,10008.0,2596.33,3329.74,8271.08,537.26,518.01,595.59,1100.21,808.18,4422.37,728.77,242.51
Tellurium Chemicals Holdings,2007,PetroChemical,4359.59,479.55,14556.01,9697.69,2684.41,3362.07,6298.3,313.68,443.43,537.02,667.03,569.5,3162.61,752.27,205.96
Tellurium Chemicals Holdings,2008,PetroChemical,5160.53,473.98,15358.91,8673.79,3032.47,3419.62,8789.75,545.38,660.21,516.06,903.98,805.53,3592.01,730.09,440.69
Tellurium Chemicals Holdings,2009,PetroChemical,5655.14,448.11,16447.22,9537.06,4078.59,3582.47,7628.76,717.95,577.01,592.44,1036.42,725.58,3934.72,909.47,420.83
Tellurium Chemicals Holdings,2010,PetroChemical,5876.78,394.37,17814.44,13025.66,5233.74,4661.83,7509.78,618.38,651.67,649.38,986.08,823.41,6808.66,77.34,298.14
Tellurium Chemicals Holdings,2011,PetroChemical,6320.41,856.88,19325.56,14132.89,5170.47,4433.22,11685.15,595.86,777.06,801.78,1146.94,1028.74,6729.67,953.58,254.22
Tellurium Chemicals Holdings,2012,PetroChemical,6162.03,568.57,20851.19,13162.35,4112.49,5008.14,9769.93,437.42,956.5,458.93,1459.63,1255.44,5126.07,792.66,802.98
Tellurium Chemicals Holdings,2013,PetroChemical,7244.96,703.42,22922.2,15651.93,5342.79,4190.31,10092.01,714.87,654.37,933.73,2002.02,1747.9,5525.28,849.96,406.32
Tellurium Chemicals Holdings,2014,PetroChemical,8086.15,644.95,23597.69,14948.96,5298.81,4491.75,13087.06,742.01,1061.36,824.05,1694.96,1543.14,6168.07,1260.59,810.83
Tellurium Chemicals Holdings,2015,PetroChemical,8700.41,616.77,25607.57,16151.88,6388.39,5804.02,11912.28,961.59,790.79,595.43,2112.39,1748.84,7984.95,1267.16,767.35
Tellurium Chemicals Holdings,2016,PetroChemical,9019.74,801.75,26244.01,15386.96,6215.24,4178.19,14661.85,661.95,1079.5,645.82,2777.53,1902.05,4621.46,1250.13,134.28
Tellurium Chemicals Holdings,2017,PetroChemical,9522.28,681.14,28125.24,17215.57,5659.84,4754.29,12546.89,686.22,1143.0,931.49,2082.5,1433.75,8563.59,131.75,807.34
Tellurium Chemicals Holdings,2018,PetroChemical,10196.52,759.38,30070.43,18645.21,6902.96,6470.47,18255.45,1295.23,1195.36,1104.19,1712.77,1135.65,7006.84,1069.29,503.7
