company,year,esg_capex,green_assets,scope1_emissions_tco2e,scope2_emissions_tco2e,esg_score,sustainability_projects,sector,rating_provider,rating_year,environmental_sub_score,social_sub_score,governance_sub_score,controversies_count,water_withdrawal_kl,waste_generated_mt,renewable_energy_pct,women_in_leadership_pct,ltifr,assurance_level,assurance_provider
Zephyr Polymers Ltd,2017,1288.95,2027.71,92639.43,39395.84,81.28,19,PetroChemical,S&P CSA,2017,74.87,85.77,75.47,3,1912411.6,79723.7,65.64,29.2,0.05,Limited,EY
Zephyr Polymers Ltd,2018,2153.93,5417.21,84082.51,45379.37,81.1,16,PetroChemical,MSCI,2018,81.24,77.11,76.63,1,1777488.3,137141.6,72.64,45.27,0.05,Reasonable,KPMG
Zephyr Polymers Ltd,2019,2879.26,3582.12,83197.58,49122.65,83.18,17,PetroChemical,Internal,2019,87.27,82.35,91.26,2,1556899.6,50032.9,57.19,40.2,0.05,Limited,Deloitte
Zephyr Polymers Ltd,2020,2840.98,2482.74,88591.94,57653.52,82.93,17,PetroChemical,Sustainalytics,2020,84.05,86.72,82.73,5,946181.9,140219.9,70.53,35.16,0.05,Reasonable,DNV
Zephyr Polymers Ltd,2021,2558.08,4427.74,98536.63,68932.68,85.5,19,PetroChemical,Sustainalytics,2021,82.15,78.93,86.93,3,2462043.1,178163.4,62.42,41.69,0.05,Reasonable,ERM
Zephyr Polymers Ltd,2022,1860.58,7017.24,90794.33,63134.9,82.34,19,PetroChemical,MSCI,2022,77.78,87.39,90.03,1,2756496.8,58285.9,78.0,36.41,0.051,Reasonable,KPMG
Zephyr Polymers Ltd,2023,1424.0,5452.08,133017.97,57844.63,83.59,20,PetroChemical,Sustainalytics,2023,77.24,76.36,78.07,0,3015145.3,62137.8,79.95,43.63,0.05,Limited,Deloitte
Zephyr Polymers Ltd,2024,1338.13,9482.41,115240.92,52818.77,85.19,22,PetroChemical,MSCI,2024,86.94,85.6,79.77,4,4528136.8,172563.3,80.49,43.35,0.05,Reasonable,KPMG
Mistral Chemicals Holdings,1989,23.47,192.45,14107.21,7510.38,57.23,2,PetroChemical,S&P CSA,1989,60.27,49.44,53.73,1,78766.2,11476.0,12.52,28.46,0.46,Limited,BSI
Mistral Chemicals Holdings,1990,57.28,77.1,14453.07,9588.5,55.5,5,PetroChemical,CDP,1990,60.37,57.19,51.49,0,59930.4,4374.7,14.56,12.43,0.504,Limited,KPMG
Mistral Chemicals Holdings,1991,32.91,169.28,13027.37,10117.22,59.67,3,PetroChemical,Sustainalytics,1991,61.84,53.98,65.7,5,141535.5,14926.2,27.49,9.57,0.683,Limited,ERM
Mistral Chemicals Holdings,1992,114.29,130.04,18405.99,9695.05,55.77,8,PetroChemical,CDP,1992,58.6,62.46,60.99,3,224177.9,21214.0,31.25,22.1,0.768,None,—
Mistral Chemicals Holdings,1993,111.02,148.46,17885.77,9709.28,62.05,3,PetroChemical,MSCI,1993,56.59,64.82,62.54,5,286553.6,9327.1,35.85,22.7,0.867,Limited,ERM
Mistral Chemicals Holdings,1994,164.73,193.56,19689.5,8196.72,61.33,5,PetroChemical,Internal,1994,61.58,56.21,60.87,7,365972.0,10127.7,17.27,24.83,0.441,None,—
Mistral Chemicals Holdings,1995,95.59,196.76,23626.39,10552.12,64.1,6,PetroChemical,Internal,1995,57.86,63.8,69.55,2,116508.5,12184.5,22.96,11.64,0.791,Reasonable,TUV Nord
Mistral Chemicals Holdings,1996,149.55,329.25,18907.17,10879.94,60.09,10,PetroChemical,Sustainalytics,1996,69.12,57.67,65.79,1,351417.7,21432.5,44.42,27.81,1.021,None,—
Mistral Chemicals Holdings,1997,175.15,446.01,27658.93,14642.92,64.19,11,PetroChemical,Sustainalytics,1997,74.4,69.62,73.21,0,323190.2,18752.6,35.36,15.42,0.362,Limited,BSI
Mistral Chemicals Holdings,1998,110.95,303.38,23304.05,15048.08,62.12,11,PetroChemical,S&P CSA,1998,59.0,69.41,58.27,1,574977.4,19051.4,31.47,28.11,0.304,None,—
Mistral Chemicals Holdings,1999,194.31,287.34,19089.9,10085.56,64.68,8,PetroChemical,CDP,1999,74.78,71.2,69.43,1,180314.5,10914.9,44.62,18.08,0.306,Limited,Deloitte
Mistral Chemicals Holdings,2000,186.09,525.05,28933.26,12645.32,69.13,9,PetroChemical,Sustainalytics,2000,77.54,64.12,70.02,2,466128.3,12760.0,47.93,18.25,0.097,Limited,BSI
Mistral Chemicals Holdings,2001,178.29,467.79,27581.94,13423.97,66.93,12,PetroChemical,CDP,2001,69.04,68.39,71.62,3,705031.8,12512.4,48.29,32.19,0.053,Limited,EY
Mistral Chemicals Holdings,2002,98.52,855.52,30613.69,20417.86,68.93,12,PetroChemical,Internal,2002,79.85,75.29,72.37,0,620453.8,40145.8,27.9,18.42,0.706,None,—
Mistral Chemicals Holdings,2003,157.19,335.83,21782.54,12339.94,67.88,11,PetroChemical,Sustainalytics,2003,71.06,65.94,69.59,5,227915.6,38349.6,56.23,23.09,0.37,None,—
Mistral Chemicals Holdings,2004,419.3,883.71,33503.68,15776.2,71.5,13,PetroChemical,Sustainalytics,2004,74.34,70.96,71.61,1,848052.1,16314.7,32.76,18.96,0.181,None,—
Mistral Chemicals Holdings,2005,261.01,647.01,29025.17,18495.63,71.38,8,PetroChemical,CDP,2005,81.21,68.78,70.18,5,235956.9,8439.1,31.81,27.35,0.142,None,—
Mistral Chemicals Holdings,2006,248.89,1073.09,37507.63,17054.85,71.26,12,PetroChemical,Sustainalytics,2006,66.77,72.06,79.14,2,327067.0,31818.7,39.99,30.4,0.05,Limited,DNV
Mistral Chemicals Holdings,2007,199.38,390.38,33927.91,16434.15,70.18,8,PetroChemical,Sustainalytics,2007,64.08,68.52,75.75,4,467480.3,60343.4,58.19,29.7,0.525,Limited,ERM
Mistral Chemicals Holdings,2008,227.36,1413.91,35751.52,16374.58,75.64,11,PetroChemical,MSCI,2008,71.2,83.62,84.96,6,842032.1,26605.6,45.56,23.13,0.326,None,—
Mistral Chemicals Holdings,2009,336.71,882.43,45929.05,23959.54,73.51,12,PetroChemical,Internal,2009,84.92,73.09,75.96,1,1193253.4,12505.5,39.82,36.19,0.49,Limited,BSI
Mistral Chemicals Holdings,2010,281.52,1842.06,31333.01,21378.41,76.41,20,PetroChemical,Sustainalytics,2010,79.21,70.23,78.22,2,515510.7,50745.0,59.31,30.31,0.05,Limited,ERM
Mistral Chemicals Holdings,2011,201.55,1713.27,47268.0,24161.31,76.0,11,PetroChemical,MSCI,2011,80.65,83.37,82.53,4,813755.4,37520.1,61.11,33.86,0.05,Limited,DNV
Mistral Chemicals Holdings,2012,932.11,1931.65,48432.8,26724.43,80.59,12,PetroChemical,MSCI,2012,88.64,83.57,80.4,4,800564.2,16141.7,41.04,28.91,0.29,None,—
Mistral Chemicals Holdings,2013,952.08,1673.42,49185.78,28498.9,76.11,16,PetroChemical,CDP,2013,73.15,72.31,76.42,0,900434.3,80284.8,58.56,33.7,0.058,None,—
Mistral Chemicals Holdings,2014,807.92,943.64,39830.66,26208.02,80.8,14,PetroChemical,S&P CSA,2014,81.75,82.44,86.02,6,635527.2,51164.6,68.73,38.66,0.142,Limited,BSI
Mistral Chemicals Holdings,2015,1131.45,1507.11,44098.51,25824.75,80.94,13,PetroChemical,Internal,2015,89.41,73.9,88.04,4,1257161.0,96491.5,56.01,41.62,0.34,Limited,BSI
Mistral Chemicals Holdings,2016,1369.28,862.01,62199.23,35905.54,83.58,17,PetroChemical,CDP,2016,92.35,81.82,79.8,5,1032720.7,54733.4,55.37,41.2,0.393,None,—
Mistral Chemicals Holdings,2017,1024.16,1850.08,60728.62,36422.56,84.91,14,PetroChemical,Sustainalytics,2017,81.38,89.44,80.49,4,2092739.3,57918.9,55.94,49.64,0.05,Reasonable,—
Mistral Chemicals Holdings,2018,1640.9,2323.41,54053.82,23881.99,84.66,23,PetroChemical,S&P CSA,2018,82.69,88.5,85.73,1,680902.6,113893.3,62.24,52.56,0.328,Limited,KPMG
Mistral Chemicals Holdings,2019,943.0,2805.45,56494.46,34345.02,86.14,22,PetroChemical,Sustainalytics,2019,78.79,81.75,90.6,0,1808963.2,110501.5,62.66,37.9,0.461,Reasonable,EY
Mistral Chemicals Holdings,2020,597.66,4610.85,69561.11,31438.53,83.96,23,PetroChemical,Sustainalytics,2020,86.85,79.65,87.91,0,810184.0,39552.5,70.23,50.12,0.103,Limited,ERM
Mistral Chemicals Holdings,2021,1592.36,3114.33,59218.49,30236.35,88.76,21,PetroChemical,MSCI,2021,94.93,88.59,87.31,0,1088566.2,52447.9,60.81,47.99,0.543,Reasonable,DNV
Mistral Chemicals Holdings,2022,694.07,1968.24,62599.45,38272.87,89.94,14,PetroChemical,CDP,2022,92.78,91.92,91.53,2,1765930.6,153407.0,59.16,41.96,0.05,None,—
Mistral Chemicals Holdings,2023,1408.03,1502.24,75005.6,47075.55,85.54,21,PetroChemical,MSCI,2023,88.66,91.8,89.78,0,2391513.6,43807.4,70.11,41.82,0.05,None,—
Mistral Chemicals Holdings,2024,2268.77,6871.25,86907.97,41103.05,88.97,21,PetroChemical,CDP,2024,82.24,90.37,95.73,1,3708647.3,199794.6,70.11,40.84,0.05,Limited,Deloitte
Ironclad Refining,1989,163.61,110.12,28881.91,13705.79,40.39,7,PetroChemical,Internal,1989,45.49,35.92,37.7,0,422780.7,28691.8,26.44,13.44,1.061,Limited,—
Ironclad Refining,1990,211.76,471.85,31568.21,17430.05,41.41,3,PetroChemical,Sustainalytics,1990,44.24,38.42,46.64,1,401811.8,13849.8,0.0,12.92,0.304,Limited,ERM
Ironclad Refining,1991,244.73,571.25,38285.13,19341.21,40.18,3,PetroChemical,MSCI,1991,46.35,37.31,38.72,1,488324.1,26209.1,20.09,22.97,0.96,Limited,BSI
Ironclad Refining,1992,209.56,426.64,32020.82,17195.67,46.56,10,PetroChemical,S&P CSA,1992,44.54,50.24,51.02,3,609465.7,37445.3,33.27,19.07,0.472,None,—
Ironclad Refining,1993,141.53,480.75,36027.55,15679.1,47.46,7,PetroChemical,Sustainalytics,1993,45.83,43.91,42.09,2,772369.1,12032.9,35.22,22.09,0.512,Limited,—
Ironclad Refining,1994,213.3,956.36,46161.05,26441.16,44.61,8,PetroChemical,CDP,1994,44.93,52.47,51.88,3,961281.2,43905.6,22.37,23.96,0.651,Limited,KPMG
Ironclad Refining,1995,207.93,456.26,41097.06,20743.89,49.74,7,PetroChemical,MSCI,1995,58.67,46.81,52.36,4,201225.4,29866.0,23.72,23.75,0.692,None,—
Ironclad Refining,1996,474.66,304.68,45015.35,31634.25,52.01,9,PetroChemical,S&P CSA,1996,46.34,47.82,49.35,0,886139.0,54666.1,32.5,15.76,0.613,Limited,KPMG
Ironclad Refining,1997,394.79,993.95,55265.47,25336.47,51.27,6,PetroChemical,MSCI,1997,46.66,51.98,51.08,4,544797.2,15253.8,29.05,19.34,0.165,None,—
Ironclad Refining,1998,379.25,1367.71,52917.23,24362.4,52.38,6,PetroChemical,S&P CSA,1998,61.76,52.97,61.12,4,1178328.2,69465.4,31.28,15.51,0.57,Limited,Deloitte
Ironclad Refining,1999,398.19,937.91,40707.29,29175.5,58.22,11,PetroChemical,MSCI,1999,53.72,53.62,59.24,4,769078.5,12656.8,38.12,21.91,0.243,Limited,KPMG
Ironclad Refining,2000,453.85,1077.02,44931.6,27597.33,59.86,8,PetroChemical,Internal,2000,56.73,55.13,63.13,4,1002009.5,71263.0,37.92,13.57,0.572,None,—
Ironclad Refining,2001,637.17,586.98,53963.63,37995.93,59.04,11,PetroChemical,Internal,2001,68.04,51.26,67.44,5,535472.4,54222.2,44.54,25.14,0.758,Limited,BSI
Ironclad Refining,2002,492.96,1125.25,72199.56,48826.35,62.38,12,PetroChemical,CDP,2002,71.26,57.45,56.4,1,341017.3,88663.6,47.04,17.99,0.695,Reasonable,KPMG
Ironclad Refining,2003,303.44,1280.41,57469.1,29975.66,62.8,12,PetroChemical,MSCI,2003,62.19,61.19,63.11,2,1307384.2,17717.8,61.29,26.85,0.589,None,—
Ironclad Refining,2004,756.68,1130.41,71246.02,32405.07,61.0,12,PetroChemical,MSCI,2004,57.85,57.28,60.86,0,812871.6,92393.0,27.75,37.88,0.594,Limited,EY
Ironclad Refining,2005,634.97,2075.0,77900.35,37112.08,64.05,7,PetroChemical,MSCI,2005,65.41,63.2,67.54,2,466850.7,50824.3,64.58,31.54,0.35,Reasonable,—
Ironclad Refining,2006,798.63,1535.59,61530.99,31472.17,66.66,11,PetroChemical,Internal,2006,70.65,58.96,74.77,3,2150929.4,74526.8,48.22,31.5,0.324,None,—
Ironclad Refining,2007,1006.4,3089.88,78605.92,43697.02,68.62,16,PetroChemical,MSCI,2007,73.05,66.12,66.96,4,1361257.2,47969.8,48.76,26.14,0.154,Limited,EY
Ironclad Refining,2008,938.22,1423.01,80012.22,57372.74,67.69,14,PetroChemical,S&P CSA,2008,60.64,68.0,69.32,1,972038.7,21125.3,44.89,28.49,0.218,Limited,BSI
Ironclad Refining,2009,1564.01,1098.52,91106.34,37270.41,71.79,13,PetroChemical,Sustainalytics,2009,78.02,68.33,69.75,3,581859.0,67644.7,51.71,32.16,0.281,Limited,ERM
Ironclad Refining,2010,1160.27,1470.99,93864.1,44613.96,73.13,11,PetroChemical,S&P CSA,2010,70.25,73.81,74.74,0,445024.7,55791.6,53.7,39.39,0.05,None,—
Ironclad Refining,2011,972.59,2055.19,96423.94,42871.81,76.27,15,PetroChemical,Internal,2011,75.9,72.25,75.4,1,2822192.5,78060.6,53.99,33.96,0.685,None,—
Ironclad Refining,2012,1466.05,4294.01,111960.0,67835.83,77.94,15,PetroChemical,MSCI,2012,87.8,79.6,79.2,2,1182693.9,148909.4,77.05,37.15,0.257,None,—
Ironclad Refining,2013,657.97,4313.71,90933.36,59330.72,80.26,15,PetroChemical,CDP,2013,88.69,80.0,88.72,2,1256493.0,158292.1,43.88,36.11,0.05,Reasonable,EY
Ironclad Refining,2014,1587.21,3892.69,103339.6,76935.15,79.26,18,PetroChemical,Sustainalytics,2014,90.44,80.48,75.23,4,3987932.1,107235.6,48.43,44.77,0.05,None,—
Ironclad Refining,2015,2202.79,4720.76,126819.65,64098.35,83.98,14,PetroChemical,MSCI,2015,82.81,88.19,87.06,0,3970806.1,142659.4,50.97,40.53,0.202,Limited,TUV Nord
Ironclad Refining,2016,1033.97,4162.79,104470.77,72699.16,86.0,16,PetroChemical,MSCI,2016,83.19,91.12,84.82,3,1875150.8,154516.1,60.67,39.14,0.288,Limited,Deloitte
Ironclad Refining,2017,3415.61,4457.15,121455.75,67333.27,86.71,22,PetroChemical,CDP,2017,94.58,80.38,84.46,0,3158040.9,82612.1,60.1,38.06,0.05,Limited,—
Ironclad Refining,2018,2617.71,7524.82,118831.12,81807.05,84.2,16,PetroChemical,MSCI,2018,89.83,87.74,84.84,5,4066633.0,261116.0,63.85,44.19,0.486,Reasonable,KPMG
Ironclad Refining,2019,2240.68,8517.48,149471.46,72637.76,90.28,16,PetroChemical,Internal,2019,97.72,85.95,88.82,4,3928769.3,314472.3,69.72,41.08,0.05,Limited,DNV
Ironclad Refining,2020,3425.03,8373.89,123434.47,77228.71,89.77,18,PetroChemical,S&P CSA,2020,98.0,89.27,85.09,3,2191204.5,278086.2,55.97,40.71,0.05,Limited,ERM
Ironclad Refining,2021,2779.88,7653.21,168437.22,95386.05,90.4,22,PetroChemical,Internal,2021,92.35,88.66,91.83,2,5608357.6,207887.6,75.46,44.21,0.252,None,—
Ironclad Refining,2022,5620.73,10048.52,118070.51,63685.31,91.11,16,PetroChemical,MSCI,2022,83.97,98.0,86.51,0,1981518.6,143390.3,78.66,44.46,0.05,Limited,KPMG
Ironclad Refining,2023,4016.3,11932.23,157723.04,107214.53,93.88,22,PetroChemical,Sustainalytics,2023,94.87,89.72,88.47,3,1327978.8,298794.8,84.2,35.22,0.05,Limited,Deloitte
Ironclad Refining,2024,4784.12,4094.68,145579.51,98315.81,95.0,23,PetroChemical,S&P CSA,2024,87.4,98.0,98.0,6,4800417.4,370040.0,62.26,38.08,0.05,None,—
Smelter Polymers Holdings,1989,178.51,504.24,30946.71,20280.18,41.11,8,PetroChemical,Internal,1989,36.86,49.08,43.86,1,662755.0,25865.9,15.34,18.45,0.746,Reasonable,—
Smelter Polymers Holdings,1990,194.28,569.71,35382.75,14103.11,44.8,5,PetroChemical,MSCI,1990,51.69,48.7,43.79,5,441366.6,21834.8,14.25,21.1,0.672,Reasonable,DNV
Smelter Polymers Holdings,1991,210.11,180.38,36543.1,17988.75,46.55,0,PetroChemical,Internal,1991,51.8,48.47,47.15,3,751120.2,24403.3,10.73,24.08,0.493,Limited,EY
Smelter Polymers Holdings,1992,283.42,443.99,44714.24,24601.85,45.13,6,PetroChemical,Sustainalytics,1992,39.49,47.79,53.84,5,354186.6,17586.6,8.11,8.26,0.503,None,—
Smelter Polymers Holdings,1993,147.4,251.44,42934.82,20303.59,48.02,7,PetroChemical,Sustainalytics,1993,54.3,49.45,47.82,1,862964.1,42331.4,24.97,16.51,0.251,None,—
Smelter Polymers Holdings,1994,91.1,505.78,45768.87,28399.65,44.44,11,PetroChemical,Sustainalytics,1994,48.39,48.51,45.98,3,165044.6,29207.9,16.63,18.57,0.734,Limited,KPMG
Smelter Polymers Holdings,1995,155.09,403.24,50793.41,26541.62,50.06,9,PetroChemical,Internal,1995,51.1,53.96,45.46,3,371492.8,9873.0,20.67,13.66,0.509,Limited,EY
Smelter Polymers Holdings,1996,119.43,346.97,44670.68,27840.54,48.92,4,PetroChemical,CDP,1996,51.42,56.69,54.36,2,693053.7,31633.3,35.16,10.91,0.51,Limited,TUV Nord
Smelter Polymers Holdings,1997,569.99,734.31,56719.02,28208.23,46.46,5,PetroChemical,Internal,1997,56.72,38.99,44.4,3,861123.4,51995.9,35.33,23.47,0.225,None,—
Smelter Polymers Holdings,1998,228.77,1122.17,48698.48,32030.61,51.81,8,PetroChemical,Internal,1998,60.35,49.62,51.37,1,1375339.1,72181.4,36.34,31.16,0.106,Reasonable,—
Smelter Polymers Holdings,1999,581.78,1308.76,66174.52,35839.06,49.14,8,PetroChemical,Internal,1999,55.51,54.92,59.04,1,1212804.2,64017.6,17.35,33.35,0.542,Limited,KPMG
Smelter Polymers Holdings,2000,755.02,611.99,56713.54,37510.01,49.66,7,PetroChemical,CDP,2000,57.43,53.65,58.22,4,448318.6,21229.8,39.66,24.09,0.05,Limited,TUV Nord
Smelter Polymers Holdings,2001,457.68,1868.83,55947.45,29515.64,50.87,11,PetroChemical,MSCI,2001,43.29,50.98,58.42,1,1499277.3,23253.3,41.78,14.77,0.156,Limited,ERM
Smelter Polymers Holdings,2002,378.62,891.31,78625.93,40100.7,54.91,13,PetroChemical,Internal,2002,52.6,60.79,56.02,0,1467532.3,36044.0,28.15,30.76,0.71,Limited,BSI
Smelter Polymers Holdings,2003,433.47,556.84,68113.97,34206.56,54.22,10,PetroChemical,S&P CSA,2003,59.61,53.93,49.31,3,1748482.3,34321.8,34.81,30.11,0.267,Limited,BSI
Smelter Polymers Holdings,2004,318.6,2505.03,72361.2,47261.27,53.46,12,PetroChemical,CDP,2004,56.53,53.5,53.9,3,1095555.6,109854.1,47.11,27.66,0.056,None,—
Smelter Polymers Holdings,2005,271.77,1794.85,73097.47,47344.15,56.51,14,PetroChemical,CDP,2005,62.6,62.17,58.74,0,470353.5,35069.6,43.11,32.67,0.075,Reasonable,KPMG
Smelter Polymers Holdings,2006,1310.14,1725.92,77891.86,39859.28,53.55,7,PetroChemical,Sustainalytics,2006,51.47,48.69,62.11,4,1214426.1,59191.0,62.25,28.35,0.391,Limited,BSI
Smelter Polymers Holdings,2007,1198.06,1337.46,80643.6,36389.97,57.69,12,PetroChemical,MSCI,2007,52.58,61.76,60.86,3,2415887.1,80037.4,34.55,30.53,0.198,Reasonable,TUV Nord
Smelter Polymers Holdings,2008,687.36,2170.82,76256.05,49806.2,57.61,10,PetroChemical,MSCI,2008,68.56,63.1,59.12,0,1201792.4,50034.6,47.13,26.97,0.16,Limited,TUV Nord
Smelter Polymers Holdings,2009,1186.1,2864.0,87169.27,58493.08,59.63,14,PetroChemical,Internal,2009,54.12,58.57,59.99,0,792686.8,133683.3,56.95,24.51,0.475,Limited,Deloitte
Smelter Polymers Holdings,2010,1902.74,4683.38,88149.34,64470.32,60.24,14,PetroChemical,S&P CSA,2010,70.4,56.34,65.75,5,956450.2,105328.5,59.5,36.81,0.315,Limited,—
Smelter Polymers Holdings,2011,2165.07,1770.03,120776.44,71907.15,57.58,11,PetroChemical,MSCI,2011,63.0,65.14,62.25,3,494318.6,102773.9,41.7,38.63,0.53,None,—
Smelter Polymers Holdings,2012,735.13,1322.21,93225.84,68475.06,58.82,19,PetroChemical,S&P CSA,2012,65.42,66.03,65.91,2,908856.2,81536.0,53.22,33.86,0.244,Limited,BSI
Smelter Polymers Holdings,2013,856.89,5678.97,92872.13,65421.4,58.31,13,PetroChemical,Sustainalytics,2013,51.61,62.8,61.96,0,1474512.9,156533.0,53.29,41.87,0.312,Limited,Deloitte
Smelter Polymers Holdings,2014,1976.19,4430.67,133216.88,64209.22,59.52,14,PetroChemical,Sustainalytics,2014,60.26,62.89,56.34,0,3577320.2,37829.4,76.03,29.9,0.05,Reasonable,KPMG
Smelter Polymers Holdings,2015,2196.08,4840.55,127027.81,78242.48,60.26,15,PetroChemical,Internal,2015,59.2,53.65,56.66,0,701043.0,176509.3,50.25,41.92,0.05,Reasonable,EY
Smelter Polymers Holdings,2016,3601.13,4131.56,142101.35,81919.04,66.17,14,PetroChemical,MSCI,2016,76.27,58.97,73.05,3,781056.9,98336.2,52.7,32.3,0.05,Reasonable,DNV
Smelter Polymers Holdings,2017,3920.9,2336.09,134217.71,80253.29,64.22,14,PetroChemical,MSCI,2017,71.76,67.2,66.92,0,3948568.4,45635.2,74.82,36.85,0.05,Limited,TUV Nord
Smelter Polymers Holdings,2018,1939.55,3214.87,142450.89,70261.75,63.93,12,PetroChemical,CDP,2018,73.79,65.78,72.49,1,3175792.0,279005.6,69.88,40.64,0.313,Reasonable,Deloitte
Smelter Polymers Holdings,2019,1403.22,9187.15,162271.49,69961.48,67.91,15,PetroChemical,Internal,2019,74.02,60.41,75.62,2,2404464.6,315488.7,94.4,38.21,0.438,Reasonable,—
Smelter Polymers Holdings,2020,4614.47,3733.95,176848.07,112587.69,68.28,18,PetroChemical,Internal,2020,76.1,64.34,66.24,2,5266905.5,284228.3,67.25,35.86,0.05,Limited,Deloitte
Smelter Polymers Holdings,2021,4932.79,2652.22,186079.29,113739.34,67.79,18,PetroChemical,Sustainalytics,2021,69.69,64.56,62.02,2,1074767.4,66530.4,68.79,44.13,0.05,None,—
Smelter Polymers Holdings,2022,1681.67,10807.85,156492.93,87034.05,71.0,19,PetroChemical,CDP,2022,71.92,66.05,79.81,3,5702275.0,318585.7,81.54,42.59,0.306,Limited,ERM
Smelter Polymers Holdings,2023,6323.41,11820.32,161296.17,96621.06,71.85,15,PetroChemical,CDP,2023,72.59,78.04,78.19,1,3821657.4,84073.7,89.18,36.05,0.05,Limited,TUV Nord
Smelter Polymers Holdings,2024,7391.18,4989.78,147387.57,78153.72,67.86,16,PetroChemical,Sustainalytics,2024,74.16,70.47,62.03,3,5072152.4,69801.3,72.44,38.87,0.05,Reasonable,BSI
Tellurium Chemicals Holdings,1989,91.55,298.09,20142.33,8745.76,58.61,5,PetroChemical,Sustainalytics,1989,62.86,52.74,59.07,1,148177.0,7381.5,5.95,24.71,0.499,Limited,Deloitte
Tellurium Chemicals Holdings,1990,155.01,191.63,22109.37,14833.95,59.68,7,PetroChemical,Sustainalytics,1990,52.17,66.62,54.22,1,286489.6,11061.9,3.53,14.08,0.703,Limited,Deloitte
Tellurium Chemicals Holdings,1991,108.89,217.97,21480.02,9511.52,58.21,8,PetroChemical,Internal,1991,55.31,63.61,56.74,3,347880.5,9897.9,30.46,21.13,0.5,Limited,Deloitte
Tellurium Chemicals Holdings,1992,159.51,267.9,16528.73,9850.79,57.86,7,PetroChemical,MSCI,1992,52.55,52.26,52.42,1,173045.3,7718.7,31.37,21.2,1.174,None,—
Tellurium Chemicals Holdings,1993,61.05,194.88,22870.98,13757.2,60.33,14,PetroChemical,Sustainalytics,1993,69.61,61.15,54.57,5,430381.7,20378.4,20.3,14.73,0.057,Limited,KPMG
Tellurium Chemicals Holdings,1994,121.05,349.15,18315.15,11472.46,61.81,5,PetroChemical,Sustainalytics,1994,63.68,56.95,62.31,5,587574.7,16927.2,29.76,26.07,0.493,Limited,—
Tellurium Chemicals Holdings,1995,209.91,485.08,22993.56,16044.59,58.52,7,PetroChemical,Internal,1995,68.25,52.8,58.05,4,475611.2,28254.6,11.39,13.89,0.396,None,—
Tellurium Chemicals Holdings,1996,226.52,182.49,25122.22,18221.98,57.83,10,PetroChemical,CDP,1996,51.54,61.14,54.91,4,278230.2,15368.2,26.81,28.88,0.543,Reasonable,BSI
Tellurium Chemicals Holdings,1997,76.81,382.84,27091.35,15105.52,62.63,9,PetroChemical,S&P CSA,1997,66.75,59.35,69.16,0,517957.7,17164.5,17.89,28.58,0.85,Limited,EY
Tellurium Chemicals Holdings,1998,280.17,405.98,33536.46,14268.11,61.23,8,PetroChemical,CDP,1998,59.1,61.3,62.34,1,473486.0,21981.3,33.09,24.21,0.4,Reasonable,TUV Nord
Tellurium Chemicals Holdings,1999,236.3,222.33,37735.96,20683.52,59.87,9,PetroChemical,Internal,1999,57.91,55.94,66.79,3,831305.6,23610.2,37.99,28.81,0.316,Reasonable,TUV Nord
Tellurium Chemicals Holdings,2000,306.49,205.73,34849.15,16761.15,64.25,4,PetroChemical,Internal,2000,61.29,59.8,66.7,3,463970.9,37337.4,32.8,31.49,0.207,Limited,TUV Nord
Tellurium Chemicals Holdings,2001,173.53,443.72,37535.99,19066.71,63.46,9,PetroChemical,CDP,2001,62.66,60.97,68.47,5,575779.5,27275.7,51.92,25.21,0.36,None,—
Tellurium Chemicals Holdings,2002,373.55,1254.48,38668.32,19324.62,66.41,9,PetroChemical,Internal,2002,75.58,72.19,71.36,1,999594.8,15858.9,32.71,21.32,0.118,Limited,EY
Tellurium Chemicals Holdings,2003,588.56,325.94,44642.19,26868.9,67.36,7,PetroChemical,S&P CSA,2003,61.97,67.08,61.68,0,912563.2,32102.2,36.23,24.92,0.303,None,—
Tellurium Chemicals Holdings,2004,547.2,336.05,39576.8,29016.89,63.7,9,PetroChemical,Sustainalytics,2004,64.8,57.72,59.02,1,649825.6,17763.1,25.84,22.25,0.26,Limited,TUV Nord
Tellurium Chemicals Holdings,2005,468.58,581.21,44243.24,30573.93,64.86,16,PetroChemical,CDP,2005,64.63,59.01,62.8,5,1257369.4,35729.3,49.33,23.67,0.259,Limited,KPMG
